gene	rank	fdr	effect_size	#_active_guide-RNA
OVGP1	5304	1.137187e-01	0.73366	2
ABHD15	5305	1.137187e-01	0.96779	1
KRT39	5306	1.138857e-01	0.669915	2
PKNOX1	5307	1.140527e-01	0.887354	2
TEK	5308	1.141981e-01	0.540755	3
SRSF5	5309	1.141981e-01	0.561345	3
CA10	5310	1.142574e-01	0.929624	2
BET1	5311	1.142574e-01	0.6849	2
COPE	5312	1.142574e-01	0.612413	3
BIVM-ERCC5	5313	1.142574e-01	0.858516	2
GALC	5314	1.142574e-01	0.932999	2
WFDC3	5315	1.142574e-01	0.599683	3
TTC19	5316	1.142736e-01	0.599197	3
KLHL38	5317	1.142736e-01	0.576581	3
THBS3	5318	1.142736e-01	0.559276	3
TSGA10IP	5319	1.142736e-01	0.666697	2
JMJD7-PLA2G4B	5320	1.142736e-01	0.713557	2
ZFYVE27	5321	1.142736e-01	0.956651	1
MCMDC2	5322	1.142736e-01	0.574452	3
DIAPH1	5323	1.142736e-01	0.558469	3
GSTZ1	5324	1.143702e-01	0.536414	3
SERPINB12	5325	1.143702e-01	0.709721	2
CACNA2D3	5326	1.143702e-01	0.669095	2
SETD3	5327	1.143702e-01	0.670703	2
JAK3	5328	1.143702e-01	0.58341	3
SMIM4	5329	1.143702e-01	0.810833	2
CSRNP2	5330	1.143702e-01	0.664446	2
PDC	5331	1.143702e-01	0.666507	2
REN	5332	1.143702e-01	0.474553	4
ARSG	5333	1.143702e-01	0.926518	1
TTC36	5334	1.143702e-01	0.782622	2
BEST4	5335	1.143702e-01	0.992043	1
LCTL	5336	1.143702e-01	0.537507	3
BTBD8	5337	1.145361e-01	0.951031	2
ACCS	5338	1.146805e-01	0.919412	1
C20orf173	5339	1.146805e-01	0.943509	1
TMEM163	5340	1.147389e-01	0.952433	1
ERCC4	5341	1.147389e-01	0.558672	3
TRIM51	5342	1.147389e-01	0.575411	3
UBE2G1	5343	1.147389e-01	0.480861	4
ZNF517	5344	1.147389e-01	0.672328	2
OTUD5	5345	1.147389e-01	0.572148	3
CLDN6	5346	1.148616e-01	0.714914	2
CRHR2	5347	1.148616e-01	0.767406	2
CERS3	5348	1.148616e-01	0.673756	2
ABLIM1	5349	1.149777e-01	0.94848	1
CLDN22	5350	1.149777e-01	0.971222	1
CENPU	5351	1.149777e-01	0.541824	3
OR7D4	5352	1.149777e-01	0.855462	2
WFDC13	5353	1.149777e-01	0.597528	3
AGBL2	5354	1.149777e-01	0.54864	3
ANKDD1A	5355	1.149777e-01	0.592666	3
CTAGE15	5356	1.149777e-01	0.604353	3
SYN2	5357	1.149777e-01	0.676311	2
NAP1L1	5358	1.149777e-01	0.556647	3
ZNF385B	5359	1.149777e-01	0.998731	1
NCF2	5360	1.149777e-01	0.572017	3
ACAT1	5361	1.153293e-01	0.769882	2
SERPINI2	5362	1.156593e-01	0.659888	2
SHC1	5363	1.156593e-01	0.758444	2
AIMP1	5364	1.158241e-01	0.576238	3
SLC46A2	5365	1.160888e-01	0.680669	2
CTTNBP2	5366	1.160888e-01	0.673092	2
NCOA6	5367	1.160888e-01	0.533726	3
CEP295	5368	1.160888e-01	0.536795	3
ZFX	5369	1.160888e-01	0.742416	2
HYAL4	5370	1.162102e-01	0.659487	2
FAM102A	5371	1.162102e-01	0.978148	2
BCAS4	5372	1.162102e-01	0.727442	2
G6PC2	5373	1.163314e-01	0.974191	1
TEAD3	5374	1.163314e-01	0.94032	1
SBF1	5375	1.163314e-01	0.989332	1
SLC25A30	5376	1.164092e-01	0.972722	1
FAM193B	5377	1.164092e-01	0.582028	3
PHACTR1	5378	1.164092e-01	0.939383	1
BVES	5379	1.164092e-01	0.667577	2
TCF7	5380	1.164092e-01	0.679018	2
RCAN1	5381	1.165301e-01	0.662452	2
NDUFAF5	5382	1.165301e-01	0.658942	2
ZMIZ1	5383	1.165301e-01	0.456961	4
SLC22A8	5384	1.166726e-01	0.458419	4
LIX1L	5385	1.166726e-01	0.474455	4
ENTPD3	5386	1.168366e-01	0.680845	2
ACOX1	5387	1.169788e-01	0.932809	1
NXPE2	5388	1.169788e-01	0.94135	1
ANKRD63	5389	1.170993e-01	0.967291	1
ZBTB49	5390	1.170993e-01	0.554978	3
NXPH1	5391	1.170993e-01	0.660964	2
CCDC120	5392	1.172630e-01	0.661948	2
TLR5	5393	1.173832e-01	0.551057	3
FAM90A1	5394	1.173832e-01	0.890609	2
NPL	5395	1.173832e-01	0.586138	3
ZDHHC3	5396	1.175255e-01	0.54274	3
LY9	5397	1.175255e-01	0.548973	3
TRIB1	5398	1.175255e-01	0.663358	2
TRDN	5399	1.175255e-01	0.533597	3
INO80B	5400	1.175255e-01	0.956314	2
EDRF1	5401	1.175255e-01	0.456599	4
CYP2A7	5402	1.175255e-01	0.943108	1
RGS12	5403	1.175255e-01	0.998599	1
SATB1	5404	1.175255e-01	0.605138	3
TNFRSF25	5405	1.175255e-01	0.655458	2
FANCL	5406	1.175255e-01	0.472079	4
POU5F1	5407	1.175255e-01	0.702076	2
TMEM91	5408	1.175255e-01	0.961361	1
ST18	5409	1.175255e-01	0.659562	2
MEMO1	5410	1.175255e-01	0.539815	3
ABCG5	5411	1.175255e-01	0.665726	2
ITGB3BP	5412	1.175255e-01	0.457623	4
AK4	5413	1.175255e-01	0.552092	3
KIF20A	5414	1.175255e-01	0.814672	2
PLEKHF2	5415	1.176885e-01	0.604272	3
TBX1	5416	1.178514e-01	0.947223	1
LANCL3	5417	1.179925e-01	0.939307	1
KCNS2	5418	1.179925e-01	0.993395	1
TMUB2	5419	1.181553e-01	0.466368	4
TMEM126B	5420	1.183180e-01	0.566379	3
ITGB8	5421	1.184588e-01	0.924043	1
CRKL	5422	1.184588e-01	0.625521	3
TMED1	5423	1.185218e-01	0.80838	2
TBC1D15	5424	1.185218e-01	0.597602	3
CYP1A1	5425	1.185218e-01	0.474821	4
SCAPER	5426	1.185218e-01	0.968501	1
DGAT1	5427	1.185218e-01	0.591047	3
FSD1	5428	1.185218e-01	0.988639	1
PRAMEF18	5429	1.185218e-01	0.637465	3
UGCG	5430	1.185218e-01	0.463032	4
VASN	5431	1.185218e-01	0.967127	1
CYP7A1	5432	1.185218e-01	0.586698	3
MTF1	5433	1.185218e-01	0.476659	4
TPH1	5434	1.185218e-01	0.933389	1
KRTAP10-4	5435	1.185218e-01	0.459436	4
NFX1	5436	1.185218e-01	0.614297	3
TECTA	5437	1.186621e-01	0.804535	2
SPACA9	5438	1.186621e-01	0.747851	2
ZDBF2	5439	1.188242e-01	0.666795	2
SSX5	5440	1.189643e-01	0.959732	1
ZNF136	5441	1.189643e-01	0.70654	2
USP45	5442	1.190387e-01	0.920617	2
GPSM1	5443	1.190387e-01	0.470399	4
SAMD14	5444	1.190387e-01	0.462934	4
IRF1	5445	1.190387e-01	0.666509	2
C15orf48	5446	1.190387e-01	0.577144	3
NXT2	5447	1.191349e-01	0.536472	3
CXCR1	5448	1.191349e-01	0.467408	4
SERPINB6	5449	1.191349e-01	0.557464	3
KIAA1217	5450	1.191349e-01	0.724791	2
KIAA0355	5451	1.192309e-01	0.588864	3
ICA1L	5452	1.192309e-01	0.564065	3
CPNE2	5453	1.192309e-01	0.531484	3
CADM2	5454	1.192309e-01	0.661244	2
AMPD2	5455	1.193924e-01	0.882007	2
ARMC8	5456	1.195538e-01	0.52937	3
KPNA5	5457	1.197151e-01	0.926481	1
KSR2	5458	1.198106e-01	0.918784	1
STRIP2	5459	1.198106e-01	0.954675	1
PSMF1	5460	1.198106e-01	0.481337	4
IFNA8	5461	1.198106e-01	0.529538	3
ZNF543	5462	1.199279e-01	0.953643	1
SCRN3	5463	1.199279e-01	0.84844	2
CASC3	5464	1.199279e-01	0.541299	3
SOHLH1	5465	1.200670e-01	0.951664	1
JADE1	5466	1.200670e-01	0.803362	2
ADH7	5467	1.202279e-01	0.457667	4
C1orf146	5468	1.203448e-01	0.950716	1
SYT11	5469	1.203448e-01	0.932285	1
HEMK1	5470	1.203448e-01	0.584751	3
UST	5471	1.205056e-01	0.547611	3
HPSE	5472	1.206223e-01	0.551441	3
TAGAP	5473	1.206223e-01	0.973351	1
RYR1	5474	1.206223e-01	0.57899	3
PRR23B	5475	1.206948e-01	0.926185	1
CSH2	5476	1.206948e-01	0.553458	3
PIK3R1	5477	1.206948e-01	0.458202	4
MCUB	5478	1.206948e-01	0.681463	2
GKN1	5479	1.206948e-01	0.456276	4
OCM2	5480	1.208332e-01	0.963774	1
IP6K1	5481	1.208332e-01	0.458474	4
SGK494	5482	1.209495e-01	0.529683	3
TLK1	5483	1.209495e-01	0.649166	2
TIMM23B	5484	1.209495e-01	0.549662	3
NAA16	5485	1.211375e-01	0.545829	3
TLR10	5486	1.211375e-01	0.661972	2
PIM2	5487	1.211375e-01	0.451084	4
LAPTM5	5488	1.211375e-01	0.93135	1
ZSCAN4	5489	1.211375e-01	0.450422	4
GDAP1	5490	1.211375e-01	0.857674	2
NLRP9	5491	1.211375e-01	0.535611	3
LRRC19	5492	1.211375e-01	0.548413	3
C1S	5493	1.212534e-01	0.465951	4
WDSUB1	5494	1.212534e-01	0.924759	1
TM6SF1	5495	1.212534e-01	0.652893	2
GAD1	5496	1.213912e-01	0.949644	1
GOLGA2	5497	1.213912e-01	0.845859	2
FST	5498	1.216666e-01	0.665429	2
FAM180B	5499	1.216666e-01	0.649278	2
TMED7	5500	1.216666e-01	0.944283	1
GDPD5	5501	1.216666e-01	0.465849	4
KIAA1324L	5502	1.217378e-01	0.649194	2
POTEM	5503	1.217378e-01	0.553575	3
PTGES3L	5504	1.217378e-01	0.658549	2
GAS2L3	5505	1.217378e-01	0.574418	3
DIRAS2	5506	1.217378e-01	0.536911	3
LRRIQ1	5507	1.218751e-01	0.458061	4
PGM2L1	5508	1.218751e-01	0.53424	3
CCKAR	5509	1.219903e-01	0.906512	1
NRBF2	5510	1.219903e-01	0.527212	3
MUC13	5511	1.219903e-01	0.568029	3
TEX12	5512	1.221496e-01	0.658752	2
JUP	5513	1.224014e-01	0.893049	1
TRMT1L	5514	1.224014e-01	0.527297	3
HPD	5515	1.224014e-01	0.563966	3
MBTD1	5516	1.224014e-01	0.722201	2
EEPD1	5517	1.224014e-01	0.703175	2
ADRB3	5518	1.226084e-01	0.557904	3
GRIK3	5519	1.226084e-01	0.544875	3
C2orf16	5520	1.226084e-01	0.559231	3
ANXA2	5521	1.226084e-01	0.471157	4
ATP23	5522	1.226084e-01	0.475277	4
POU2F2	5523	1.226084e-01	0.562184	3
TSHZ3	5524	1.226084e-01	0.454942	4
USP49	5525	1.226598e-01	0.65462	2
TSACC	5526	1.226598e-01	0.901901	1
DYNAP	5527	1.226598e-01	0.560863	3
ATG10	5528	1.226598e-01	0.708997	2
SEPT10	5529	1.226598e-01	0.574312	3
LIN54	5530	1.226598e-01	0.455878	4
ARMC6	5531	1.226598e-01	0.539287	3
NUDT22	5532	1.226598e-01	0.955126	1
TPD52L2	5533	1.226598e-01	0.580182	3
RXRB	5534	1.226598e-01	0.649231	2
HDGFL3	5535	1.226598e-01	0.53557	3
RIF1	5536	1.226598e-01	0.558761	3
DUSP14	5537	1.226598e-01	0.452837	4
PLA2G4E	5538	1.226598e-01	0.451948	4
ART4	5539	1.227960e-01	0.657571	2
OMG	5540	1.227960e-01	0.52441	3
MTMR6	5541	1.229321e-01	0.527407	3
SYT14	5542	1.229321e-01	0.448426	4
ACKR3	5543	1.232708e-01	0.655192	2
NDFIP1	5544	1.234289e-01	0.644088	2
ADAM23	5545	1.234757e-01	0.528953	3
ADGRV1	5546	1.234757e-01	0.458217	4
SPANXN2	5547	1.234757e-01	0.525574	3
EVL	5548	1.234757e-01	0.648834	2
ZNF732	5549	1.234757e-01	0.445745	4
PCGF6	5550	1.234757e-01	0.584697	3
CAPN2	5551	1.236114e-01	0.807212	2
SEPT9	5552	1.236114e-01	0.648299	2
KIAA0040	5553	1.237692e-01	0.451494	4
ASB10	5554	1.238601e-01	0.9784	1
PRAMEF20	5555	1.238601e-01	0.929253	2
CDC42BPG	5556	1.238601e-01	0.976126	1
IGF2BP3	5557	1.238601e-01	0.551298	3
PCDHA3	5558	1.240178e-01	0.646933	2
EEF1AKMT3	5559	1.242212e-01	0.738413	2
LRP5	5560	1.242212e-01	0.903984	1
FGG	5561	1.242212e-01	0.528358	3
MCOLN3	5562	1.242212e-01	0.447626	4
LMX1B	5563	1.242212e-01	0.959676	1
IKBIP	5564	1.242212e-01	0.454074	4
KMT2B	5565	1.242212e-01	0.559938	3
CXorf51B	5566	1.243563e-01	0.532473	3
TNS2	5567	1.243563e-01	0.525931	3
FBXO9	5568	1.245135e-01	0.525608	3
PGLYRP4	5569	1.246707e-01	0.7198	2
CYP2C19	5570	1.247607e-01	0.647294	2
UHRF2	5571	1.247607e-01	0.763603	2
ZCCHC14	5572	1.247607e-01	0.646318	2
PBX1	5573	1.247607e-01	0.802235	2
ZBTB41	5574	1.248282e-01	0.754372	2
SPTA1	5575	1.248282e-01	0.914301	1
SLC13A3	5576	1.248282e-01	0.672141	2
FUT4	5577	1.248282e-01	0.91604	1
FAM162A	5578	1.248282e-01	0.566937	3
CATSPERE	5579	1.249180e-01	0.449776	4
SP2	5580	1.249180e-01	0.893715	1
DPH6	5581	1.249180e-01	0.55204	3
HIST3H3	5582	1.249180e-01	0.899131	2
H2AFB2	5583	1.249852e-01	0.919043	1
CYP3A5	5584	1.249852e-01	0.545999	3
REEP2	5585	1.249852e-01	0.695557	2
LCE3D	5586	1.249852e-01	0.586821	3
ZSCAN18	5587	1.249852e-01	0.589263	3
ACTN2	5588	1.251194e-01	0.547356	3
PODXL	5589	1.251194e-01	0.647307	2
USP4	5590	1.252535e-01	0.92096	1
F13B	5591	1.252535e-01	0.912494	2
CYP4F8	5592	1.253876e-01	0.837017	2
EPOR	5593	1.253876e-01	0.89152	2
HYAL3	5594	1.255208e-01	0.925988	1
SPATC1L	5595	1.255208e-01	0.702327	2
OR10H3	5596	1.255208e-01	0.865723	2
GRASP	5597	1.255208e-01	0.547174	3
VIPR1	5598	1.255208e-01	0.662113	2
HTR3B	5599	1.255208e-01	0.543212	3
ULK3	5600	1.255208e-01	0.574859	3
CFAP77	5601	1.255208e-01	0.547901	3
SAR1A	5602	1.255208e-01	0.719007	2
NPHS2	5603	1.255208e-01	0.534519	3
RBM43	5604	1.255425e-01	0.749708	2
POLK	5605	1.255425e-01	0.9347	1
PCDHGC3	5606	1.255425e-01	0.643854	2
FITM2	5607	1.255425e-01	0.945788	2
OSCAR	5608	1.255425e-01	0.658313	2
RWDD2B	5609	1.255425e-01	0.734243	2
KRT5	5610	1.255425e-01	0.541255	3
C20orf24	5611	1.256760e-01	0.64529	2
CABYR	5612	1.256760e-01	0.558669	3
ZBTB5	5613	1.257422e-01	0.912913	1
MAGEA4	5614	1.257422e-01	0.686415	2
KRT86	5615	1.257422e-01	0.769743	2
ZFYVE16	5616	1.257422e-01	0.716335	2
PREX1	5617	1.257422e-01	0.644715	2
LYPD1	5618	1.258754e-01	0.835171	2
MAGEB3	5619	1.258754e-01	0.942442	1
C10orf71	5620	1.259190e-01	0.883602	1
EXTL1	5621	1.259190e-01	0.570759	3
SAMSN1	5622	1.259190e-01	0.651103	2
NT5C1A	5623	1.259190e-01	0.763128	2
AP1G1	5624	1.259190e-01	0.669731	2
GUF1	5625	1.259190e-01	0.698597	2
IGF1R	5626	1.260744e-01	0.645753	2
ADGRE1	5627	1.263849e-01	0.66008	2
RGS3	5628	1.263849e-01	0.952908	1
APOPT1	5629	1.265402e-01	0.729131	2
SELPLG	5630	1.266953e-01	0.742828	2
GATD1	5631	1.268054e-01	0.894659	1
TLN2	5632	1.268054e-01	0.464391	4
CTNS	5633	1.268054e-01	0.520662	3
ZNF740	5634	1.268902e-01	0.560954	3
ZBED1	5635	1.268902e-01	0.969908	1
CYP2A13	5636	1.268902e-01	0.918105	1
SLC2A14	5637	1.268902e-01	0.915385	2
TMC3	5638	1.268902e-01	0.531185	3
C8A	5639	1.268902e-01	0.570684	3
KCND1	5640	1.268902e-01	0.906922	1
NSD3	5641	1.268902e-01	0.713171	2
NRDC	5642	1.268902e-01	0.462933	4
CD53	5643	1.268902e-01	0.664798	2
CSF1	5644	1.268902e-01	0.746354	2
CLN3	5645	1.268902e-01	0.530168	3
BAMBI	5646	1.270224e-01	0.648082	2
UBE2J2	5647	1.270224e-01	0.454989	4
GPR25	5648	1.271770e-01	0.643066	2
CCDC38	5649	1.272864e-01	0.553744	3
SNX15	5650	1.272864e-01	0.729102	2
TNFAIP8L2-SCNM1	5651	1.272864e-01	0.791227	2
CMC1	5652	1.274183e-01	0.64324	2
TEX101	5653	1.274183e-01	0.910045	1
RAB12	5654	1.275276e-01	0.68223	2
TDRD3	5655	1.275276e-01	0.647012	2
RGL2	5656	1.275276e-01	0.55477	3
ZNF589	5657	1.275466e-01	0.927214	1
LRRC27	5658	1.275466e-01	0.637393	2
ADPRM	5659	1.275466e-01	0.534602	3
TCTEX1D1	5660	1.275466e-01	0.795798	2
CEACAM5	5661	1.275466e-01	0.652574	2
CAPN13	5662	1.275466e-01	0.534039	3
CATSPER3	5663	1.275466e-01	0.727629	2
PARPBP	5664	1.277006e-01	0.540674	3
DSEL	5665	1.278321e-01	0.640448	2
CPLX1	5666	1.278321e-01	0.845117	2
CDK11A	5667	1.278732e-01	0.544873	3
SMIM19	5668	1.278732e-01	0.66808	2
OR12D3	5669	1.278732e-01	0.914783	1
NKX2-4	5670	1.278732e-01	0.935025	1
TPRG1L	5671	1.278732e-01	0.894981	1
PTPRZ1	5672	1.278732e-01	0.896936	2
KLRC1	5673	1.280269e-01	0.557824	3
BMPR2	5674	1.281129e-01	0.88265	1
RAB39B	5675	1.281129e-01	0.916238	1
RGPD4	5676	1.281129e-01	0.713277	2
TARP	5677	1.281129e-01	0.563725	3
C5orf15	5678	1.281988e-01	0.857829	2
C1orf229	5679	1.281988e-01	0.744172	2
TRMT1	5680	1.281988e-01	0.555329	3
ZNF26	5681	1.281988e-01	0.670092	2
PCCA	5682	1.283522e-01	0.537876	3
ANKMY2	5683	1.284604e-01	0.651711	2
OR5K1	5684	1.284604e-01	0.663803	2
FAM177A1	5685	1.284604e-01	0.528055	3
RNF183	5686	1.285685e-01	0.918689	1
HSPA6	5687	1.285685e-01	0.660203	2
KRTAP2-3	5688	1.285685e-01	0.457749	4
SPANXD	5689	1.287217e-01	0.546471	3
COX7A2	5690	1.288069e-01	0.901236	1
MOGAT2	5691	1.288069e-01	0.525115	3
PPFIBP1	5692	1.288069e-01	0.892691	1
C2orf49	5693	1.288069e-01	0.950111	1
TMEM11	5694	1.289599e-01	0.640068	2
HIST1H3B	5695	1.292431e-01	0.921529	1
OSGEPL1	5696	1.292431e-01	0.53031	3
GPR171	5697	1.292431e-01	0.51689	3
ACSM1	5698	1.294125e-01	0.699361	2
TOB2	5699	1.294125e-01	0.897119	1
PELI2	5700	1.294125e-01	0.954556	1
OPLAH	5701	1.294125e-01	0.63909	2
NXF2B	5702	1.294125e-01	0.558131	3
MYF6	5703	1.294125e-01	0.777096	2
CCDC83	5704	1.294125e-01	0.64064	2
PELI1	5705	1.294125e-01	0.733703	2
GIMAP5	5706	1.295651e-01	0.710821	2
IL20RA	5707	1.297176e-01	0.649135	2
PDIA3	5708	1.298793e-01	0.521224	3
MSANTD4	5709	1.298793e-01	0.686952	2
PRR13	5710	1.298793e-01	0.455243	4
MRPL1	5711	1.298793e-01	0.564429	3
TTLL6	5712	1.298793e-01	0.659471	2
CEACAM7	5713	1.298793e-01	0.56833	3
DDX4	5714	1.298793e-01	0.642738	2
ZNF700	5715	1.298793e-01	0.556665	3
CACNA2D2	5716	1.298793e-01	0.446756	4
DTWD2	5717	1.298793e-01	0.888434	1
FAM72D	5718	1.298793e-01	0.443998	4
KRT12	5719	1.298793e-01	0.905909	1
TMEM106C	5720	1.298793e-01	0.51867	3
TBC1D5	5721	1.298793e-01	0.534896	3
PELI3	5722	1.298793e-01	0.536908	3
NIPAL4	5723	1.298793e-01	0.519855	3
KCNQ1	5724	1.300314e-01	0.935432	1
TNK2	5725	1.301152e-01	0.886368	1
TMEM101	5726	1.301152e-01	0.917965	1
PEX19	5727	1.301152e-01	0.448235	4
TMTC2	5728	1.301152e-01	0.77147	2
FAF1	5729	1.302670e-01	0.537278	3
FER1L5	5730	1.303961e-01	0.537633	3
C2CD4C	5731	1.303961e-01	0.635501	2
SNAP91	5732	1.304568e-01	0.896666	1
GAN	5733	1.304568e-01	0.647392	2
PHOSPHO1	5734	1.304568e-01	0.542679	3
DDR2	5735	1.304568e-01	0.571161	3
YPEL2	5736	1.304568e-01	0.518607	3
TTPAL	5737	1.305401e-01	0.637832	2
RECQL	5738	1.305401e-01	0.44865	4
CPT1A	5739	1.305401e-01	0.682679	2
EDDM3B	5740	1.305401e-01	0.454899	4
RBMY1D	5741	1.306461e-01	0.760033	2
HGF	5742	1.306461e-01	0.551297	3
SYNGR4	5743	1.306461e-01	0.88964	1
AKAP5	5744	1.307974e-01	0.551704	3
RFWD2	5745	1.309488e-01	0.440815	4
CAPS2	5746	1.309633e-01	0.667523	2
ARIH2	5747	1.309633e-01	0.924779	1
RASSF4	5748	1.309633e-01	0.872954	1
PCDHB12	5749	1.309633e-01	0.516487	3
TBX20	5750	1.309633e-01	0.656	2
RNF19A	5751	1.309633e-01	0.520539	3
PRDM12	5752	1.309633e-01	0.635212	2
CYP1B1	5753	1.310461e-01	0.64357	2
ARHGAP9	5754	1.310461e-01	0.887132	1
GDPGP1	5755	1.310461e-01	0.709464	2
DNAJC30	5756	1.310461e-01	0.531321	3
TPD52	5757	1.311970e-01	0.65346	2
CTXN2	5758	1.313479e-01	0.655829	2
TBX5	5759	1.314988e-01	0.742865	2
BCL2A1	5760	1.316039e-01	0.668476	2
GCNT7	5761	1.316039e-01	0.639884	2
MSH6	5762	1.316039e-01	0.699314	2
OARD1	5763	1.316404e-01	0.529746	3
TEKT4	5764	1.316404e-01	0.642308	2
YWHAZ	5765	1.316404e-01	0.670509	2
TXNRD2	5766	1.316404e-01	0.697355	2
KIF18B	5767	1.316404e-01	0.454504	4
PABPC3	5768	1.316404e-01	0.875945	1
ZNF516	5769	1.316768e-01	0.641418	2
ZMYND12	5770	1.316768e-01	0.629401	2
TTC24	5771	1.316768e-01	0.561248	3
ZCCHC10	5772	1.316768e-01	0.444038	4
GNAZ	5773	1.316768e-01	0.895013	1
CALM3	5774	1.316768e-01	0.687996	2
CASP10	5775	1.319775e-01	0.781317	2
ZNF639	5776	1.319775e-01	0.677688	2
AREL1	5777	1.320952e-01	0.917596	1
BRPF1	5778	1.320952e-01	0.633854	2
KRTAP4-7	5779	1.320952e-01	0.654441	2
BBS7	5780	1.320952e-01	0.632863	2
C8orf33	5781	1.320952e-01	0.683018	2
EMCN	5782	1.320952e-01	0.935952	1
PDE4A	5783	1.320952e-01	0.436917	4
DGKA	5784	1.320952e-01	0.517835	3
WDR78	5785	1.320952e-01	0.544904	3
UTP14C	5786	1.320952e-01	0.884807	1
IDO2	5787	1.322452e-01	0.536109	3
METTL22	5788	1.323951e-01	0.895627	1
POMT2	5789	1.325450e-01	0.937064	1
ZHX2	5790	1.326719e-01	0.519993	3
HFE2	5791	1.326719e-01	0.523932	3
FITM1	5792	1.329714e-01	0.919874	1
RANBP3	5793	1.329714e-01	0.442691	4
NEUROD1	5794	1.330980e-01	0.88485	1
MMD2	5795	1.330980e-01	0.875178	1
ATP5G3	5796	1.332476e-01	0.90172	1
TIMP2	5797	1.334776e-01	0.827291	2
MTHFD1L	5798	1.334776e-01	0.704342	2
ZCCHC13	5799	1.334776e-01	0.646238	2
PRKAG2	5800	1.334776e-01	0.551695	3
AHSA1	5801	1.334776e-01	0.53151	3
ERLIN2	5802	1.335579e-01	0.880038	1
CCDC57	5803	1.335579e-01	0.63129	2
ZNF436	5804	1.335579e-01	0.452225	4
PTGR1	5805	1.335579e-01	0.546215	3
BLNK	5806	1.337072e-01	0.911083	1
SUSD4	5807	1.337642e-01	0.525452	3
PKN2	5808	1.337642e-01	0.531265	3
CMAS	5809	1.337642e-01	0.876223	1
CD74	5810	1.337642e-01	0.712977	2
KLK11	5811	1.337642e-01	0.670353	2
NCF4	5812	1.338903e-01	0.640229	2
GPR108	5813	1.338903e-01	0.542548	3
CCDC85A	5814	1.340392e-01	0.707918	2
C8orf89	5815	1.341296e-01	0.542903	3
PTPRR	5816	1.341296e-01	0.642569	2
MYO15A	5817	1.341296e-01	0.661531	2
PRAC1	5818	1.341296e-01	0.52995	3
ADRM1	5819	1.341296e-01	0.440153	4
NCOA1	5820	1.341296e-01	0.513293	3
FADD	5821	1.341296e-01	0.536981	3
ADAMTS4	5822	1.341296e-01	0.636823	2
TSGA13	5823	1.341296e-01	0.510542	3
SLC6A15	5824	1.341296e-01	0.788427	2
ARID5B	5825	1.341296e-01	0.888492	1
OR2A4	5826	1.342091e-01	0.644767	2
LY96	5827	1.342091e-01	0.877696	1
DCAF12	5828	1.342091e-01	0.444278	4
TMEM235	5829	1.342091e-01	0.904542	1
IFT80	5830	1.342886e-01	0.530407	3
ACP4	5831	1.342886e-01	0.788935	2
PODN	5832	1.342886e-01	0.904841	1
ACSM2A	5833	1.342886e-01	0.639361	2
FAM76A	5834	1.344370e-01	0.539609	3
C10orf76	5835	1.345162e-01	0.548121	3
GH2	5836	1.345162e-01	0.451291	4
G3BP1	5837	1.345162e-01	0.43945	4
MYOC	5838	1.345162e-01	0.540462	3
TMEM69	5839	1.346183e-01	0.544946	3
CTSD	5840	1.346183e-01	0.879649	1
HSF2BP	5841	1.346183e-01	0.629716	2
ZDHHC16	5842	1.347665e-01	0.444562	4
PABPC1	5843	1.348453e-01	0.439997	4
SUMO4	5844	1.348453e-01	0.903559	2
CCDC173	5845	1.348453e-01	0.447843	4
DMRTC1B	5846	1.348453e-01	0.867164	1
NMI	5847	1.349702e-01	0.648083	2
HMCES	5848	1.349702e-01	0.520798	3
RND2	5849	1.351181e-01	0.629543	2
RALGAPB	5850	1.352429e-01	0.630988	2
CCDC22	5851	1.352429e-01	0.917111	1
TIMP1	5852	1.353213e-01	0.863946	1
FREM1	5853	1.353213e-01	0.627399	2
RNF151	5854	1.353213e-01	0.514554	3
GUCY2D	5855	1.353213e-01	0.545872	3
NPAS1	5856	1.354459e-01	0.626596	2
HIST1H2BE	5857	1.354459e-01	0.53625	3
ITGB4	5858	1.355010e-01	0.526174	3
MELTF	5859	1.355010e-01	0.865385	1
MCRIP1	5860	1.355010e-01	0.510982	3
DESI2	5861	1.355010e-01	0.441925	4
LGR6	5862	1.355010e-01	0.527354	3
PPIF	5863	1.356484e-01	0.874813	1
NECTIN2	5864	1.357496e-01	0.879338	1
ATG12	5865	1.357496e-01	0.674871	2
JMJD1C	5866	1.357496e-01	0.537455	3
ADAMTS5	5867	1.358737e-01	0.626404	2
CYP17A1	5868	1.358737e-01	0.538186	3
CCNDBP1	5869	1.359978e-01	0.894297	1
SGCG	5870	1.359978e-01	0.544802	3
MEIS2	5871	1.361450e-01	0.87469	1
PRH1	5872	1.362457e-01	0.625642	2
RUSC1	5873	1.362457e-01	0.52571	3
SUOX	5874	1.362457e-01	0.749851	2
LHX5	5875	1.363927e-01	0.919738	1
OR51G2	5876	1.365397e-01	0.434593	4
RFESD	5877	1.366402e-01	0.872713	1
NIT2	5878	1.366402e-01	0.441715	4
LGR5	5879	1.366402e-01	0.507564	3
ABI3BP	5880	1.367246e-01	0.889568	1
STRN4	5881	1.367246e-01	0.50846	3
NOSIP	5882	1.367246e-01	0.532967	3
NID1	5883	1.367246e-01	0.662931	2
RASL12	5884	1.367246e-01	0.62835	2
NT5DC3	5885	1.367246e-01	0.920459	1
