gene	rank	fdr	effect_size	#_active_guide-RNA
TMEM234	4654	9.236721e-02	0.423469	3
MARVELD1	4655	9.236721e-02	0.443186	2
ZNF740	4656	9.236721e-02	0.335769	3
FRAS1	4657	9.236721e-02	0.831396	1
CHP2	4658	9.236721e-02	0.508798	2
KCND1	4659	9.244305e-02	0.829047	1
CDH20	4660	9.244305e-02	0.832478	1
MORN5	4661	9.244305e-02	0.30671	3
THNSL1	4662	9.244305e-02	0.306771	3
COQ8B	4663	9.244305e-02	0.457725	2
MDK	4664	9.244305e-02	0.826814	1
ATG14	4665	9.244305e-02	0.555473	2
WRNIP1	4666	9.263757e-02	0.654027	2
NDUFAF2	4667	9.279226e-02	0.628188	2
FOXI3	4668	9.279226e-02	0.438208	2
CEACAM8	4669	9.279226e-02	0.357081	3
SHISA5	4670	9.298653e-02	0.437959	2
IGFN1	4671	9.314087e-02	0.827691	1
KRTCAP2	4672	9.314087e-02	0.530367	2
MORF4L1	4673	9.314087e-02	0.824432	1
ADCY4	4674	9.323522e-02	0.635476	2
TSNARE1	4675	9.323522e-02	0.659076	2
POLR3C	4676	9.323522e-02	0.523309	2
PRR18	4677	9.323522e-02	0.713654	2
SSC5D	4678	9.323522e-02	0.596682	2
CPE	4679	9.323522e-02	0.822146	1
RNPS1	4680	9.334924e-02	0.7205	2
DUOX1	4681	9.334924e-02	0.823613	1
C3orf58	4682	9.334924e-02	0.822742	1
IFT52	4683	9.334924e-02	0.437201	2
FAM127A	4684	9.334924e-02	0.821884	1
ACTL8	4685	9.338341e-02	0.824603	1
SFRP2	4686	9.338341e-02	0.67094	2
CAMSAP3	4687	9.338341e-02	0.69613	2
PEX1	4688	9.338341e-02	0.725079	2
BCO1	4689	9.338341e-02	0.820599	1
LFNG	4690	9.338341e-02	0.402772	3
JAK2	4691	9.338341e-02	0.642389	2
SNAP29	4692	9.338341e-02	0.319741	3
NXN	4693	9.338341e-02	0.819671	1
ANKRD34A	4694	9.357656e-02	0.703212	2
MAPKAP1	4695	9.372973e-02	0.307933	3
BTBD16	4696	9.372973e-02	0.816695	1
CMTR1	4697	9.372973e-02	0.348369	3
COX7A1	4698	9.403548e-02	0.816651	1
SLC22A5	4699	9.403548e-02	0.457891	2
SPG11	4700	9.403548e-02	0.815748	1
VAPB	4701	9.403548e-02	0.381811	3
LAMA2	4702	9.403548e-02	0.818532	1
ITGB8	4703	9.403548e-02	0.816952	1
ZNF251	4704	9.406820e-02	0.606543	2
DPH3	4705	9.406820e-02	0.81661	1
FLT1	4706	9.406820e-02	0.422844	3
GNL1	4707	9.406820e-02	0.337462	3
CAMK2B	4708	9.406820e-02	0.814869	1
CTNND2	4709	9.406820e-02	0.81518	1
NOP58	4710	9.406820e-02	0.67269	2
IMPACT	4711	9.406820e-02	0.506457	2
ARID1B	4712	9.406820e-02	0.54247	2
SLC35A4	4713	9.418054e-02	0.814717	1
TUBB4B	4714	9.418054e-02	0.451056	2
SH2D3A	4715	9.418054e-02	0.387582	3
MSANTD3	4716	9.418054e-02	0.449489	2
SERBP1	4717	9.418054e-02	0.302874	3
KIAA1549L	4718	9.437254e-02	0.695427	2
GPX3	4719	9.450442e-02	0.692665	2
ARMCX3	4720	9.450442e-02	0.695713	2
CUX1	4721	9.450442e-02	0.348186	3
RASIP1	4722	9.450442e-02	0.813457	1
ENTPD1	4723	9.451614e-02	0.309975	3
ACRBP	4724	9.451614e-02	0.431903	2
CDC25C	4725	9.451614e-02	0.467951	2
PTPRU	4726	9.451614e-02	0.716348	2
COLEC12	4727	9.451614e-02	0.650637	2
ZACN	4728	9.451614e-02	0.605107	2
AQP11	4729	9.451614e-02	0.366865	3
NAA20	4730	9.451614e-02	0.52929	2
TOPORS	4731	9.451614e-02	0.69647	2
FITM1	4732	9.451614e-02	0.440398	2
MVB12B	4733	9.466749e-02	0.633432	2
IRS1	4734	9.466749e-02	0.810699	1
LIPT1	4735	9.466749e-02	0.431477	2
MICA	4736	9.481864e-02	0.720438	2
AP1M1	4737	9.481864e-02	0.311861	3
RAI1	4738	9.481864e-02	0.329469	3
SYCP1	4739	9.498962e-02	0.434713	2
HSD3B7	4740	9.498962e-02	0.808288	1
GABRG3	4741	9.518053e-02	0.644935	2
HOXD3	4742	9.533116e-02	0.805899	1
RGL4	4743	9.533116e-02	0.333178	3
CYP2D6	4744	9.533116e-02	0.694851	2
MAPKAPK3	4745	9.544142e-02	0.805052	1
FAM222A	4746	9.544142e-02	0.430162	2
EMID1	4747	9.544142e-02	0.62858	2
ALG1L	4748	9.544142e-02	0.674529	2
LPIN1	4749	9.544142e-02	0.353779	3
SLC35F4	4750	9.563186e-02	0.803682	1
DDX3X	4751	9.568133e-02	0.80869	1
ZFHX4	4752	9.568133e-02	0.463187	2
TEX14	4753	9.568133e-02	0.803525	1
PTMS	4754	9.568133e-02	0.428086	2
ETV5	4755	9.568133e-02	0.316341	3
HNRNPH2	4756	9.568133e-02	0.691979	2
CCDC93	4757	9.568133e-02	0.80635	1
TTC7A	4758	9.568133e-02	0.306212	3
NPY2R	4759	9.587136e-02	0.804077	1
FAM174A	4760	9.604115e-02	0.703226	2
LDLR	4761	9.604115e-02	0.507546	2
CSDC2	4762	9.644099e-02	0.497459	2
RNLS	4763	9.656991e-02	0.802931	1
RMDN2	4764	9.656991e-02	0.803609	1
KIAA1147	4765	9.656991e-02	0.802672	1
ZBTB1	4766	9.656991e-02	0.305074	3
C7orf43	4767	9.671888e-02	0.803819	1
SHISA9	4768	9.671888e-02	0.801196	1
FAM86B1	4769	9.671888e-02	0.802643	1
UTF1	4770	9.688796e-02	0.658001	2
GALNT16	4771	9.688796e-02	0.441993	2
C14orf39	4772	9.726641e-02	0.802523	1
ZFAND3	4773	9.726641e-02	0.580576	2
MYO1C	4774	9.729256e-02	0.802706	1
TRIM10	4775	9.729256e-02	0.802818	1
COBL	4776	9.729256e-02	0.672477	2
PITPNM3	4777	9.729256e-02	0.563108	2
PPP1R18	4778	9.729256e-02	0.398922	3
PPP1R13B	4779	9.729256e-02	0.798699	1
USP38	4780	9.729256e-02	0.321164	3
ADCY6	4781	9.729256e-02	0.625971	2
GCSAML	4782	9.729256e-02	0.798785	1
SPTB	4783	9.742024e-02	0.577091	2
TNXB	4784	9.742024e-02	0.55122	2
UAP1L1	4785	9.742024e-02	0.424106	2
PITHD1	4786	9.742024e-02	0.380376	3
NPY1R	4787	9.760880e-02	0.684186	2
HHIP	4788	9.771569e-02	0.796005	1
BBX	4789	9.771569e-02	0.399928	3
MAST3	4790	9.771569e-02	0.5855	2
GP1BA	4791	9.771569e-02	0.794171	1
NR1H3	4792	9.771569e-02	0.794435	1
ATAD3A	4793	9.798999e-02	0.458212	2
KIF17	4794	9.798999e-02	0.681256	2
MOSPD3	4795	9.798999e-02	0.793112	1
DNAJB13	4796	9.798999e-02	0.319678	3
MEX3A	4797	9.798999e-02	0.693381	2
SNAPC1	4798	9.798999e-02	0.319981	3
MFNG	4799	9.798999e-02	0.55785	2
ZNF780A	4800	9.807581e-02	0.791653	1
TMEM245	4801	9.807581e-02	0.423402	2
ACOT12	4802	9.807581e-02	0.655327	2
UNCX	4803	9.807581e-02	0.680639	2
RSAD1	4804	9.807581e-02	0.332991	3
RFNG	4805	9.807581e-02	0.615623	2
BPIFB3	4806	9.826349e-02	0.78957	1
PRKCH	4807	9.843062e-02	0.441852	2
DUSP5	4808	9.843062e-02	0.340859	3
HFM1	4809	9.857713e-02	0.68946	2
SON	4810	9.857713e-02	0.417053	3
ANXA6	4811	9.857713e-02	0.334287	3
SLC36A4	4812	9.876447e-02	0.688351	2
CNBP	4813	9.913891e-02	0.788856	1
ROGDI	4814	9.913891e-02	0.789818	1
SZT2	4815	9.926421e-02	0.636533	2
ANKRD13A	4816	9.926421e-02	0.518106	2
RECK	4817	9.926421e-02	0.5579	2
RPIA	4818	9.926421e-02	0.600996	2
SPTSSB	4819	9.934956e-02	0.78649	1
POGK	4820	9.934956e-02	0.542138	2
RRP1B	4821	9.934956e-02	0.298809	3
METTL5	4822	9.934956e-02	0.497	2
APEX2	4823	9.934956e-02	0.341861	3
CPTP	4824	9.934956e-02	0.620332	2
PFKFB2	4825	9.934956e-02	0.789215	1
CLPTM1L	4826	9.934956e-02	0.441732	2
MICALL1	4827	9.934956e-02	0.421632	2
YWHAH	4828	9.934956e-02	0.407698	3
KIAA0907	4829	9.934956e-02	0.393778	3
LRRFIP2	4830	9.934956e-02	0.587998	2
FBXW5	4831	9.934956e-02	0.78226	1
RPS6KA5	4832	9.934956e-02	0.782095	1
FBXO3	4833	9.934956e-02	0.360571	3
TECR	4834	9.934956e-02	0.782123	1
BAG5	4835	9.947416e-02	0.537932	2
TWF1	4836	9.947416e-02	0.781755	1
SLC25A33	4837	9.947416e-02	0.672618	2
SOAT2	4838	9.947416e-02	0.782782	1
ZDBF2	4839	9.966027e-02	0.457499	2
ADCY9	4840	9.984630e-02	0.781567	1
C5orf66	4841	9.994972e-02	0.594523	2
GOLGA4	4842	9.994972e-02	0.780972	1
KRTAP13-3	4843	9.994972e-02	0.691408	2
CARNS1	4844	9.994972e-02	0.605464	2
SPG21	4845	9.994972e-02	0.419206	2
NTMT1	4846	9.999110e-02	0.590972	2
FAM208B	4847	9.999110e-02	0.561933	2
KLHL2	4848	9.999110e-02	0.777573	1
HEG1	4849	9.999110e-02	0.77869	1
KIF1B	4850	9.999110e-02	0.689228	2
GLYR1	4851	9.999110e-02	0.647444	2
LRRC10B	4852	9.999110e-02	0.349588	3
CERCAM	4853	9.999110e-02	0.6807	2
KIAA0319	4854	1.001559e-01	0.7757	1
C9orf40	4855	1.001559e-01	0.294248	3
PTK7	4856	1.003206e-01	0.773651	1
DIO3	4857	1.003206e-01	0.773597	1
ACTR3B	4858	1.005058e-01	0.529874	2
C6orf229	4859	1.006909e-01	0.775113	1
GPR137C	4860	1.007723e-01	0.776501	1
NDUFAF7	4861	1.007723e-01	0.579012	2
SORCS2	4862	1.007723e-01	0.684587	2
NOXA1	4863	1.007723e-01	0.602267	2
TMED4	4864	1.007723e-01	0.773236	1
UBE4B	4865	1.007723e-01	0.540959	2
C19orf38	4866	1.009364e-01	0.772838	1
DPP3	4867	1.009364e-01	0.771575	1
SMG8	4868	1.010381e-01	0.334775	3
PTGS2	4869	1.010381e-01	0.770474	1
UBE2Q2	4870	1.010381e-01	0.635533	2
GNPNAT1	4871	1.010381e-01	0.294595	3
SLC28A3	4872	1.010381e-01	0.657819	2
CDK2AP2	4873	1.012019e-01	0.771095	1
WDR89	4874	1.012019e-01	0.313127	3
DLX5	4875	1.013239e-01	0.769075	1
DHX9	4876	1.013239e-01	0.303915	3
IGSF8	4877	1.013239e-01	0.681083	2
C1orf159	4878	1.013239e-01	0.671107	2
ATXN2L	4879	1.014873e-01	0.768811	1
MYOZ1	4880	1.014873e-01	0.294515	3
SBK2	4881	1.018555e-01	0.768002	1
TMEM209	4882	1.018555e-01	0.31196	3
MTPN	4883	1.018726e-01	0.671856	2
RANBP9	4884	1.018726e-01	0.335379	3
ARHGDIA	4885	1.018726e-01	0.490123	2
TATDN1	4886	1.018726e-01	0.425493	2
BAHCC1	4887	1.018726e-01	0.517752	2
ENO4	4888	1.018726e-01	0.606787	2
OSGEPL1	4889	1.018726e-01	0.298084	3
SLC33A1	4890	1.018726e-01	0.767049	1
C19orf47	4891	1.018726e-01	0.326386	3
SLC37A4	4892	1.020562e-01	0.764913	1
MFAP3	4893	1.022397e-01	0.596317	2
CA11	4894	1.024232e-01	0.580242	2
RTFDC1	4895	1.025437e-01	0.526263	2
EIF3E	4896	1.025437e-01	0.764501	1
DBNL	4897	1.025437e-01	0.764277	1
CELF1	4898	1.025437e-01	0.410457	2
ARHGEF10L	4899	1.026013e-01	0.500984	2
TOGARAM1	4900	1.026013e-01	0.639352	2
RASGEF1C	4901	1.026013e-01	0.599054	2
CUL4A	4902	1.026013e-01	0.7644	1
HMBS	4903	1.026013e-01	0.311991	3
FAM171A2	4904	1.026013e-01	0.606178	2
CELF5	4905	1.026013e-01	0.763633	1
SLC10A3	4906	1.027843e-01	0.415027	2
RBPMS	4907	1.029042e-01	0.765649	1
FGF22	4908	1.029042e-01	0.762615	1
RNF25	4909	1.029042e-01	0.384336	3
ACBD7	4910	1.029042e-01	0.562074	2
INTS10	4911	1.029403e-01	0.305339	3
RCCD1	4912	1.029403e-01	0.761979	1
DMRTC1	4913	1.029403e-01	0.660372	2
PIGW	4914	1.029403e-01	0.504279	2
SUGP1	4915	1.029403e-01	0.56655	2
ASAH1	4916	1.029403e-01	0.497373	2
ZMIZ2	4917	1.029403e-01	0.594125	2
KYAT3	4918	1.029403e-01	0.758351	1
SNAP25	4919	1.031226e-01	0.425681	2
POLR2J2	4920	1.032420e-01	0.664483	2
C1QL4	4921	1.032420e-01	0.434296	2
ABHD15	4922	1.032420e-01	0.424873	2
ZDHHC8	4923	1.032420e-01	0.31606	3
REPIN1	4924	1.033193e-01	0.757539	1
APH1A	4925	1.033193e-01	0.314102	3
GUCA2B	4926	1.033193e-01	0.653864	2
STRN3	4927	1.033193e-01	0.474498	2
ALDH9A1	4928	1.033193e-01	0.755765	1
ZDHHC12	4929	1.033193e-01	0.756353	1
IFNGR2	4930	1.035012e-01	0.757886	1
FNDC5	4931	1.035780e-01	0.665753	2
CASTOR2	4932	1.035780e-01	0.629029	2
ZMPSTE24	4933	1.035780e-01	0.406999	2
SLC6A3	4934	1.035780e-01	0.361922	3
GPLD1	4935	1.035780e-01	0.752311	1
C7orf57	4936	1.035780e-01	0.641555	2
CLK3	4937	1.036966e-01	0.627921	2
CEP126	4938	1.036966e-01	0.40557	2
C1QTNF12	4939	1.036966e-01	0.750485	1
MED23	4940	1.036966e-01	0.433718	2
CATSPERZ	4941	1.037312e-01	0.651359	2
SOX8	4942	1.037312e-01	0.425015	2
PIK3R2	4943	1.037312e-01	0.751152	1
UBQLN4	4944	1.037312e-01	0.661643	2
PLA2G5	4945	1.037312e-01	0.749478	1
C1orf87	4946	1.037312e-01	0.50127	2
UNC5B	4947	1.037312e-01	0.406405	2
ARHGAP19	4948	1.037312e-01	0.468423	2
EXPH5	4949	1.038703e-01	0.462218	2
TSSK1B	4950	1.038703e-01	0.331714	3
PAIP2	4951	1.038703e-01	0.346026	3
KIAA1143	4952	1.039045e-01	0.298422	3
PSMD5	4953	1.039045e-01	0.46563	2
CREB3	4954	1.039045e-01	0.321984	3
ZNF446	4955	1.039045e-01	0.40336	2
KIAA2026	4956	1.039045e-01	0.426828	2
PQBP1	4957	1.039045e-01	0.414463	2
ITGA1	4958	1.039045e-01	0.748115	1
PKP2	4959	1.039045e-01	0.33474	3
LGR6	4960	1.040852e-01	0.746674	1
FAN1	4961	1.042238e-01	0.642043	2
TTC33	4962	1.042238e-01	0.315448	3
WTAP	4963	1.042238e-01	0.474554	2
NSF	4964	1.043622e-01	0.433872	2
GDF11	4965	1.043622e-01	0.401651	2
DIAPH3	4966	1.043622e-01	0.402884	2
FBLN7	4967	1.045215e-01	0.632294	2
FAM72C	4968	1.045215e-01	0.74392	1
SH2B3	4969	1.046294e-01	0.744432	1
CD274	4970	1.046294e-01	0.456917	2
HIBADH	4971	1.046294e-01	0.302802	3
MRPS18B	4972	1.046294e-01	0.498366	2
P3H2	4973	1.046294e-01	0.520508	2
CDK5RAP3	4974	1.046294e-01	0.289105	3
NUDT16	4975	1.046294e-01	0.341014	3
TMEM65	4976	1.046294e-01	0.561733	2
TNRC6C	4977	1.046294e-01	0.635275	2
CABLES2	4978	1.046294e-01	0.335177	3
GJC3	4979	1.046294e-01	0.744113	1
GTSE1	4980	1.046294e-01	0.324643	3
SMARCD1	4981	1.046294e-01	0.285429	3
PPP1R12C	4982	1.046294e-01	0.509021	2
RGL1	4983	1.047251e-01	0.403212	2
MRGPRG	4984	1.047251e-01	0.742288	1
SLC39A14	4985	1.047251e-01	0.283154	3
NSUN5	4986	1.047251e-01	0.475496	2
ATP10A	4987	1.047251e-01	0.343749	3
POC1A	4988	1.048625e-01	0.298163	3
HDAC1	4989	1.048625e-01	0.539329	2
SNX21	4990	1.048625e-01	0.632306	2
PRSS56	4991	1.050419e-01	0.742182	1
SHTN1	4992	1.052212e-01	0.477288	2
PIGG	4993	1.054004e-01	0.565744	2
LDLRAD2	4994	1.055162e-01	0.738357	1
RGS16	4995	1.055162e-01	0.737541	1
CACNA2D2	4996	1.055162e-01	0.737242	1
CEP63	4997	1.055162e-01	0.336209	3
ZMYM6	4998	1.056740e-01	0.509616	2
TMCO6	4999	1.056740e-01	0.735249	1
KDF1	5000	1.057050e-01	0.607384	2
SLC35F2	5001	1.057050e-01	0.604683	2
ZNF614	5002	1.057050e-01	0.733116	1
VOPP1	5003	1.057050e-01	0.317438	3
ADAMTS17	5004	1.057050e-01	0.281278	3
H6PD	5005	1.057050e-01	0.735776	1
MAATS1	5006	1.057050e-01	0.639167	2
AUH	5007	1.057050e-01	0.642998	2
FECH	5008	1.058625e-01	0.488225	2
SPTLC1	5009	1.058625e-01	0.639525	2
GUCA2A	5010	1.059986e-01	0.730636	1
PCDHB1	5011	1.059986e-01	0.455858	2
ZNF783	5012	1.059986e-01	0.72925	1
HMHB1	5013	1.060924e-01	0.395814	2
ZNF136	5014	1.060924e-01	0.729322	1
BRPF1	5015	1.060924e-01	0.44082	2
EPB41L4A	5016	1.060924e-01	0.509587	2
BTBD7	5017	1.060924e-01	0.729933	1
UST	5018	1.062282e-01	0.728997	1
NFASC	5019	1.062282e-01	0.728913	1
TIGAR	5020	1.062282e-01	0.396048	2
ITM2B	5021	1.063851e-01	0.588836	2
SLC25A22	5022	1.063851e-01	0.410996	2
MALT1	5023	1.065630e-01	0.614382	2
TCF24	5024	1.066852e-01	0.731596	1
RHOV	5025	1.066852e-01	0.398363	2
MUT	5026	1.066852e-01	0.39476	2
USP21	5027	1.066852e-01	0.729252	1
PGF	5028	1.066852e-01	0.395397	2
LETM1	5029	1.066852e-01	0.540283	2
RDM1	5030	1.066852e-01	0.594723	2
OCIAD2	5031	1.066852e-01	0.557884	2
CD46	5032	1.066852e-01	0.724851	1
SHOX	5033	1.066852e-01	0.418113	2
NDUFAF8	5034	1.066852e-01	0.596182	2
PLAGL2	5035	1.066852e-01	0.42745	2
ARHGAP39	5036	1.066852e-01	0.726006	1
DACH2	5037	1.067989e-01	0.726498	1
ITGA6	5038	1.067989e-01	0.63224	2
C5orf15	5039	1.067989e-01	0.392254	2
GOLGA7B	5040	1.067989e-01	0.572175	2
TSHZ2	5041	1.069201e-01	0.726874	1
USP10	5042	1.069201e-01	0.635698	2
ARF4	5043	1.069201e-01	0.392533	2
EDF1	5044	1.069201e-01	0.392479	2
MYPOP	5045	1.069201e-01	0.630682	2
PSEN1	5046	1.069201e-01	0.496683	2
TNFAIP8L3	5047	1.069201e-01	0.556192	2
GLRB	5048	1.069201e-01	0.61328	2
MAPK4	5049	1.069201e-01	0.39393	2
PRR14L	5050	1.069201e-01	0.392125	2
COCH	5051	1.069201e-01	0.579496	2
PRR11	5052	1.069201e-01	0.55204	2
MIR1-1HG	5053	1.069201e-01	0.328816	3
LNX1	5054	1.069910e-01	0.454958	2
RMND5B	5055	1.069910e-01	0.311007	3
TMEM104	5056	1.069910e-01	0.516794	2
AP4S1	5057	1.069910e-01	0.60591	2
SNTG2	5058	1.069910e-01	0.616233	2
UHRF1BP1	5059	1.069910e-01	0.544429	2
SPATA3	5060	1.071252e-01	0.49985	2
CYP1A1	5061	1.071252e-01	0.717825	1
FLOT2	5062	1.071252e-01	0.511469	2
SCN2A	5063	1.072592e-01	0.506918	2
HMGN3	5064	1.072592e-01	0.721099	1
STK11	5065	1.072592e-01	0.717148	1
TLX2	5066	1.074143e-01	0.635207	2
ZNF501	5067	1.074143e-01	0.607151	2
BMPER	5068	1.077452e-01	0.716727	1
CT45A7	5069	1.077452e-01	0.716384	1
ZNF839	5070	1.077452e-01	0.72014	1
SP100	5071	1.078574e-01	0.401903	2
GRB14	5072	1.078574e-01	0.501996	2
RBM33	5073	1.078574e-01	0.715291	1
LYSMD3	5074	1.078574e-01	0.39011	2
LMNB1	5075	1.080332e-01	0.425867	2
MLEC	5076	1.082780e-01	0.586084	2
FAM78B	5077	1.082780e-01	0.71661	1
THRAP3	5078	1.082780e-01	0.392733	2
ATP2B1	5079	1.082780e-01	0.582557	2
PBX3	5080	1.082780e-01	0.717268	1
DKK2	5081	1.082780e-01	0.326975	3
COX5B	5082	1.082780e-01	0.516724	2
FBLN1	5083	1.084321e-01	0.391475	2
SORBS3	5084	1.084321e-01	0.714204	1
STEAP2	5085	1.085648e-01	0.712663	1
VSTM2L	5086	1.085648e-01	0.38858	2
ZNF20	5087	1.085648e-01	0.614603	2
FOLR3	5088	1.086546e-01	0.714335	1
RBM4B	5089	1.086546e-01	0.337885	3
KLF15	5090	1.086546e-01	0.388807	2
DDX31	5091	1.086546e-01	0.405902	2
FAM189A1	5092	1.086546e-01	0.559425	2
APOC4	5093	1.087656e-01	0.711294	1
SLC35C1	5094	1.087656e-01	0.296971	3
TRABD2A	5095	1.087656e-01	0.601187	2
GPR82	5096	1.087656e-01	0.715715	1
SMIM25	5097	1.089191e-01	0.294762	3
CBLC	5098	1.089191e-01	0.315875	3
TSPAN4	5099	1.089657e-01	0.715284	1
NAP1L1	5100	1.089657e-01	0.614163	2
STAM2	5101	1.089657e-01	0.512796	2
CHD3	5102	1.089657e-01	0.564048	2
KRBOX1	5103	1.089657e-01	0.386747	2
RHOG	5104	1.089657e-01	0.614495	2
TMEM201	5105	1.089657e-01	0.70987	1
EIF3K	5106	1.091403e-01	0.384762	2
CCNI	5107	1.092933e-01	0.708838	1
ANAPC16	5108	1.092933e-01	0.411082	2
HOMEZ	5109	1.094677e-01	0.539275	2
WDFY1	5110	1.096420e-01	0.278981	3
CASR	5111	1.097303e-01	0.710214	1
LCAT	5112	1.097303e-01	0.60938	2
MAN2B2	5113	1.097303e-01	0.483137	2
OR52B2	5114	1.097303e-01	0.70342	1
GCC1	5115	1.097303e-01	0.332546	3
DCUN1D4	5116	1.098829e-01	0.702876	1
MOB1B	5117	1.098829e-01	0.702013	1
SDHC	5118	1.100139e-01	0.541258	2
WDR90	5119	1.100139e-01	0.702478	1
FBXL12	5120	1.100139e-01	0.458801	2
RCAN3	5121	1.101447e-01	0.482228	2
TUSC1	5122	1.101447e-01	0.70124	1
UTS2	5123	1.101447e-01	0.704644	1
TAL2	5124	1.103183e-01	0.704391	1
TSTA3	5125	1.104489e-01	0.383989	2
ZNF600	5126	1.104489e-01	0.700228	1
MTMR1	5127	1.104489e-01	0.472299	2
GRP	5128	1.105792e-01	0.700509	1
SFN	5129	1.105792e-01	0.704627	1
HELZ2	5130	1.105792e-01	0.699601	1
ALK	5131	1.108827e-01	0.700379	1
SHMT2	5132	1.108827e-01	0.271736	3
BMT2	5133	1.108827e-01	0.705372	1
NAT6	5134	1.108827e-01	0.593844	2
SLC25A51	5135	1.109910e-01	0.382127	2
EBP	5136	1.109910e-01	0.698298	1
HOXA3	5137	1.109910e-01	0.271052	3
NDRG2	5138	1.109910e-01	0.535794	2
ZSWIM4	5139	1.111640e-01	0.696752	1
SNN	5140	1.113370e-01	0.302343	3
NEK9	5141	1.115098e-01	0.578019	2
IER5L	5142	1.115742e-01	0.587239	2
LMBR1L	5143	1.115742e-01	0.381937	2
SARAF	5144	1.115742e-01	0.535152	2
ZNF681	5145	1.115742e-01	0.69628	1
KRTAP23-1	5146	1.115742e-01	0.498397	2
FXYD7	5147	1.115742e-01	0.521618	2
MYL6	5148	1.117468e-01	0.320509	3
ADRA2A	5149	1.118976e-01	0.694267	1
ATP6V0E2	5150	1.118976e-01	0.523513	2
TMEM115	5151	1.120265e-01	0.695656	1
MUC2	5152	1.120265e-01	0.69599	1
PNMA1	5153	1.120265e-01	0.420554	2
ARSA	5154	1.121771e-01	0.69338	1
NUDCD2	5155	1.121771e-01	0.270021	3
SAT2	5156	1.124996e-01	0.691911	1
LAMA1	5157	1.124996e-01	0.69425	1
TMEM168	5158	1.124996e-01	0.467846	2
AZIN1	5159	1.126690e-01	0.330622	3
ZNF571	5160	1.126690e-01	0.691561	1
CD1A	5161	1.126690e-01	0.570679	2
LY6H	5162	1.126690e-01	0.494147	2
DEK	5163	1.126690e-01	0.291168	3
PIGF	5164	1.126690e-01	0.478838	2
CPOX	5165	1.126690e-01	0.425599	2
WASF3	5166	1.126690e-01	0.450808	2
ALKAL2	5167	1.126690e-01	0.379759	2
FGFBP2	5168	1.126690e-01	0.689674	1
RASL11B	5169	1.128407e-01	0.386916	2
SLC2A1	5170	1.129905e-01	0.378363	2
ACSL6	5171	1.129905e-01	0.314184	3
KDELR1	5172	1.131401e-01	0.688702	1
C1QL3	5173	1.131401e-01	0.273213	3
CCER2	5174	1.132678e-01	0.591071	2
VDAC3	5175	1.132678e-01	0.380285	2
P2RX5	5176	1.132678e-01	0.293912	3
LINC02210-CRHR1	5177	1.134171e-01	0.586907	2
HCN2	5178	1.134171e-01	0.602987	2
ZNF205	5179	1.135664e-01	0.434039	2
AMZ2	5180	1.135664e-01	0.689641	1
SLC22A18	5181	1.136937e-01	0.686692	1
C5orf38	5182	1.136937e-01	0.565092	2
ZNF77	5183	1.136937e-01	0.466486	2
STRA6	5184	1.138208e-01	0.687515	1
DCDC5	5185	1.138208e-01	0.69022	1
HM13	5186	1.138208e-01	0.376254	2
PUS1	5187	1.139477e-01	0.685461	1
NECAB2	5188	1.139477e-01	0.686443	1
FKBP2	5189	1.139477e-01	0.319093	3
B3GNT2	5190	1.140745e-01	0.376535	2
FAM186B	5191	1.140745e-01	0.514115	2
RHOB	5192	1.140745e-01	0.267797	3
KYAT1	5193	1.141353e-01	0.684098	1
CEP57	5194	1.141353e-01	0.331868	3
GSTCD	5195	1.141353e-01	0.288726	3
MED19	5196	1.141353e-01	0.684457	1
PPARGC1B	5197	1.141353e-01	0.447396	2
CLVS1	5198	1.141353e-01	0.689811	1
IFNGR1	5199	1.143057e-01	0.684007	1
PAWR	5200	1.144760e-01	0.684343	1
SDR39U1	5201	1.145084e-01	0.282222	3
NPY5R	5202	1.145084e-01	0.684026	1
KLHL24	5203	1.145084e-01	0.55063	2
GHRH	5204	1.145084e-01	0.591503	2
TSC22D2	5205	1.145084e-01	0.583988	2
ERCC4	5206	1.145084e-01	0.26702	3
PRR4	5207	1.145084e-01	0.68755	1
C12orf49	5208	1.145084e-01	0.302619	3
CST3	5209	1.145084e-01	0.681836	1
MTERF1	5210	1.145084e-01	0.683798	1
XKR7	5211	1.145084e-01	0.323638	3
HIST2H3D	5212	1.145084e-01	0.489731	2
MYO18A	5213	1.145084e-01	0.377145	2
KCNJ4	5214	1.145084e-01	0.680163	1
OXLD1	5215	1.145084e-01	0.681015	1
AP5M1	5216	1.145084e-01	0.309323	3
HAT1	5217	1.147819e-01	0.412154	2
TSLP	5218	1.147819e-01	0.680686	1
TOMM7	5219	1.147819e-01	0.505088	2
IL6R	5220	1.147819e-01	0.585253	2
LCN2	5221	1.147819e-01	0.320322	3
NMT2	5222	1.148855e-01	0.435153	2
KLHL36	5223	1.148855e-01	0.681107	1
PCED1A	5224	1.148855e-01	0.460486	2
BBS2	5225	1.148855e-01	0.597542	2
CMC2	5226	1.150108e-01	0.287667	3
PROK2	5227	1.150108e-01	0.593932	2
TMEM99	5228	1.150108e-01	0.529023	2
KIF22	5229	1.151801e-01	0.399238	2
P2RY1	5230	1.153052e-01	0.573977	2
OR6N1	5231	1.153052e-01	0.597327	2
PAQR5	5232	1.153052e-01	0.678839	1
SYT2	5233	1.154302e-01	0.678553	1
UFC1	5234	1.154302e-01	0.393653	2
OSBPL2	5235	1.154302e-01	0.588514	2
OR2T2	5236	1.155991e-01	0.681127	1
