sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
PSMC4-6	PSMC4	2540.3/2581.2/2348.4	237.17/260.57/261.66	2540.3	260.57	-3.2803	19245	11180	21.561	2.0892e-103	1	4.1783e-103	2.6949e-102	False
RPS9-7	RPS9	3091.2/2889.5/3066.4	480.39/543.99/534.81	3066.4	534.81	-2.5172	15959	13806	21.546	2.9163e-103	1	5.8327e-103	3.7368e-102	False
PSMB2-23	PSMB2	3411.2/3374.3/3395.2	581.32/716.32/718.43	3395.2	716.32	-2.2433	346.33	15477	21.533	3.7886e-103	1	7.5771e-103	4.8223e-102	False
RPL11-10	RPL11	3540.1/3647.1/3776.4	931.52/860.62/829.75	3647.1	860.62	-2.082	14087	16771	21.517	5.4454e-103	1	1.0891e-102	6.8856e-102	False
RPS19-5	RPS19	3613.4/3384.6/3812	908.31/845.05/655.31	3613.4	845.05	-2.0949	45896	16597	21.488	1.0042e-102	1	2.0084e-102	1.2615e-101	False
NUP205-2	NUP205	5753/5434.2/5654.8	2244.5/2107.4/1960.2	5654.8	2107.4	-1.4236	29153	27446	21.412	5.1101e-102	1	1.022e-101	6.3777e-101	False
RPL3-4	RPL3	2764.8/2642.8/2591.4	331.03/333.24/336.26	2642.8	333.24	-2.9837	8757	11687	21.364	1.4343e-101	1	2.8686e-101	1.7785e-100	False
POLR2A-7	POLR2A	1994/2144.9/2315.8	102.94/57.098/90.665	2144.9	90.665	-4.5491	25989	9249.4	21.36	1.5865e-101	1	3.1729e-101	1.9546e-100	False
COPZ1-4	COPZ1	2345.5/2198.2/2464	330.02/186.87/125.09	2345.5	186.87	-3.6428	17873	10224	21.349	1.9869e-101	1	3.9738e-101	2.4323e-100	False
RPL5-3	RPL5	2806.5/2647.5/2740.5	297.72/414.22/398.24	2740.5	398.24	-2.7796	6501	12172	21.23	2.5066e-100	1	5.0133e-100	3.0492e-99	False
RPS11-7	RPS11	6252/5694.8/5797	2242.5/2386.7/1897.1	5797	2242.5	-1.3698	1.0873e+05	28223	21.158	1.1626e-99	1	2.3252e-99	1.4054e-98	False
RPL34-3	RPL34	4495.4/4556.1/4532.9	1438.2/1383.8/1702	4532.9	1438.2	-1.6555	971.75	21408	21.151	1.3388e-99	1	2.6775e-99	1.6082e-98	False
RPL9-9	RPL9	2544.9/2555/2393.8	455.16/308.33/252.48	2544.9	308.33	-3.041	11466	11203	21.132	2.0389e-99	1	4.0779e-99	2.434e-98	False
COPB1-2	COPB1	4051.1/3828.3/4044.1	1145.5/940.56/1175.2	4044.1	1145.5	-1.819	23297	18833	21.121	2.5275e-99	1	5.0549e-99	2.9986e-98	False
COPS8-12	COPS8	3110.7/3126.7/2972.6	716.55/619.77/595.63	3110.7	619.77	-2.3256	9669.5	14030	21.03	1.7545e-98	1	3.5091e-98	2.0688e-97	False
NUP133-2	NUP133	3312.9/3423.8/3444.6	775.09/894.88/805.65	3423.8	805.65	-2.086	6369.7	15623	20.946	1.0133e-97	1	2.0266e-97	1.1875e-96	False
COPS4-2	COPS4	4020.5/3758.3/3837.7	1047.6/1050.6/849.26	3837.7	1047.6	-1.8722	19873	17758	20.937	1.2221e-97	1	2.4442e-97	1.4236e-96	False
RPL30-7	RPL30	4284.9/4212.3/3851.5	1283.7/1264.5/1306	4212.3	1283.7	-1.7135	67718	19715	20.857	6.5817e-97	1	1.3163e-96	7.6205e-96	False
COPA-2	COPA	3122.7/3248.2/3315.2	723.62/665.45/943.37	3248.2	723.62	-2.1648	10115	14727	20.803	2.0332e-96	1	4.0665e-96	2.3401e-95	False
RPL11-1	RPL11	2276.9/2340.2/2447.2	385.53/240.85/242.15	2340.2	242.15	-3.2673	7726.8	10198	20.776	3.5854e-96	1	7.1708e-96	4.1019e-95	False
RPL11-5	RPL11	2762.9/2496.2/2582.5	418.83/369.58/285.77	2582.5	369.58	-2.8015	20001	11388	20.737	8.0923e-96	1	1.6185e-95	9.2032e-95	False
PSMD7-8	PSMD7	3085.7/3178.1/3124.6	784.17/676.87/566.94	3124.6	676.87	-2.2051	2190.2	14100	20.614	1.0357e-94	1	2.0713e-94	1.1709e-93	False
COPB1-7	COPB1	2521.8/2298.1/2603.2	354.24/371.65/228.38	2521.8	354.24	-2.8281	28326	11088	20.584	1.9086e-94	1	3.8173e-94	2.1453e-93	False
PSMD6-19	PSMD6	5758.6/5378.1/5564.9	2285.9/2092.9/2189.7	5564.9	2189.7	-1.3452	36195	26956	20.558	3.2956e-94	1	6.5912e-94	3.6826e-93	False
RPL36-10	RPL36	2634.9/2785.8/2622	419.84/341.55/524.48	2634.9	419.84	-2.647	11462	11647	20.525	6.5032e-94	1	1.3006e-93	7.225e-93	False
COPS6-5	COPS6	2771.2/2762.4/2852.1	438.01/496.23/592.19	2771.2	496.23	-2.4791	3305.9	12325	20.492	1.2614e-93	1	2.5227e-93	1.3933e-92	False
POLR2D-7	POLR2D	2812.1/2979.1/2808.6	664.07/460.93/522.18	2812.1	522.18	-2.4268	13965	12529	20.458	2.5599e-93	1	5.1199e-93	2.8115e-92	False
COPS8-4	COPS8	5235.5/5594.9/5232.1	2135.5/1995.3/1898.2	5235.5	1995.3	-1.3913	64583	25169	20.424	5.1502e-93	1	1.03e-92	5.6243e-92	False
POLA1-7	POLA1	3633.8/3353.8/3505.8	919.41/941.59/794.18	3505.8	919.41	-1.9298	19750	16044	20.419	5.6157e-93	1	1.1231e-92	6.098e-92	False
NUP133-1	NUP133	4824.6/4656.9/4882.5	1776.2/1731.6/1688.2	4824.6	1731.6	-1.4778	15733	22961	20.412	6.5525e-93	1	1.3105e-92	7.0752e-92	False
PSMD1-2	PSMD1	5873.6/5800.4/5941.2	2422.2/2741.7/2357.3	5873.6	2422.2	-1.2776	4961.4	28642	20.394	9.5059e-93	1	1.9012e-92	1.0207e-91	False
PSMA3-3	PSMA3	4081.7/3816.2/3832.7	1230.3/1118.1/1076.5	3832.7	1118.1	-1.7764	31142	17732	20.386	1.1118e-92	1	2.2237e-92	1.1872e-91	False
PSMB2-21	PSMB2	4005.7/4289.8/4029.2	1472.5/1215.7/1238.3	4029.2	1238.3	-1.7013	34224	18756	20.379	1.2866e-92	1	2.5733e-92	1.3662e-91	False
POLR2F-6	POLR2F	6560.8/6633.7/6161.4	2757.2/2891.2/2924.2	6560.8	2891.2	-1.1819	82433	32437	20.375	1.3878e-92	1	2.7757e-92	1.4656e-91	False
PSMC4-4	PSMC4	2492.1/2219.6/2544.9	369.38/303.14/378.73	2492.1	369.38	-2.7509	38508	10942	20.293	7.4792e-92	1	1.4958e-91	7.8553e-91	False
COPZ1-12	COPZ1	3375/3345.3/3208.6	842.71/871/585.3	3345.3	842.71	-1.9878	9791.8	15222	20.284	8.8725e-92	1	1.7745e-91	9.268e-91	False
RPL3-9	RPL3	5076/5176.4/5138.3	1960.9/1960/2038.2	5138.3	1960.9	-1.3893	2665.9	24645	20.24	2.1964e-91	1	4.3929e-91	2.2819e-90	False
PSMD6-10	PSMD6	5172.4/5111.9/5229.1	2180.9/1983.9/1876.4	5172.4	1983.9	-1.3821	3439.5	24829	20.235	2.3866e-91	1	4.7731e-91	2.4661e-90	False
NUP98-1	NUP98	4931.3/5051.2/4897.3	1532/1828.2/1843.1	4931.3	1828.2	-1.4311	7763.6	23532	20.229	2.7385e-91	1	5.477e-91	2.8147e-90	False
COPZ1-2	COPZ1	3048.6/3064.2/3119.7	692.33/576.17/727.61	3064.2	692.33	-2.1443	1664.7	13795	20.194	5.5119e-91	1	1.1024e-90	5.635e-90	False
PSMC1-1	PSMC1	4374.8/4303.8/4237.6	1434.1/1532.3/1339.3	4303.8	1434.1	-1.5848	4711.4	20197	20.193	5.6585e-91	1	1.1317e-90	5.7543e-90	False
RPS8-10	RPS8	2759.2/2487.8/2680.2	421.86/512.84/480.87	2680.2	480.87	-2.4762	21642	11872	20.185	6.6045e-91	1	1.3209e-90	6.681e-90	False
PSMC2-9	PSMC2	6634.1/6591.7/6037.9	3003.5/2949.4/2936.8	6591.7	2949.4	-1.16	1.542e+05	32608	20.17	8.9214e-91	1	1.7843e-90	8.9774e-90	False
PSMD7-4	PSMD7	3232.2/3070.7/2970.6	659.03/708.01/698.92	3070.7	698.92	-2.1338	18052	13828	20.17	9.0551e-91	1	1.811e-90	9.0645e-90	False
COPA-9	COPA	3207.1/3452.8/3351.8	701.42/872.04/879.1	3351.8	872.04	-1.9412	15559	15255	20.077	5.8689e-90	1	1.1738e-89	5.8445e-89	False
POLA1-1	POLA1	1837.3/3095/3418.9	734.72/818.06/574.97	3095	734.72	-2.0732	8.4336e+05	13950	19.983	3.8537e-89	1	7.7074e-89	3.8179e-88	False
RPL30-4	RPL30	6112.9/5968.6/6069.5	2629/2799.9/2569.6	6069.5	2629	-1.2067	6038.2	29719	19.958	6.4447e-89	1	1.2889e-88	6.3522e-88	False
PSMB2-14	PSMB2	2724.9/2710.1/2643.7	530.86/508.69/577.27	2710.1	530.86	-2.3498	2313.2	12021	19.877	3.243e-88	1	6.4859e-88	3.1801e-87	False
RPL36-6	RPL36	2182.3/2243/2111.4	255.34/198.28/274.29	2182.3	255.34	-3.0904	4355.2	9430.3	19.843	6.2975e-88	1	1.2595e-87	6.144e-87	False
RPS11-3	RPS11	4462/4520.6/4412.4	1662.2/1587.3/1516	4462	1587.3	-1.4905	2943.6	21032	19.822	9.6056e-88	1	1.9211e-87	9.3243e-87	False
RPL18A-1	RPL18A	5622.2/5673.3/5528.4	2264.7/2626.5/2349.2	5622.2	2349.2	-1.2586	5712.9	27268	19.821	9.8763e-88	1	1.9753e-87	9.5388e-87	False
NUP98-6	NUP98	6689.8/6885/6147.6	3275/3098.9/2935.7	6689.8	3098.9	-1.11	1.6604e+05	33154	19.721	7.0917e-87	1	1.4183e-86	6.8151e-86	False
PSMD1-9	PSMD1	5640.8/5849.9/5685.4	3076.1/2411.6/2384.8	5685.4	2411.6	-1.2369	14529	27613	19.701	1.0497e-86	1	2.0995e-86	1.0038e-85	False
POLR2D-8	POLR2D	2565.3/2591.4/2739.5	470.3/596.93/488.9	2591.4	488.9	-2.4038	11299	11432	19.664	2.1785e-86	1	4.3569e-86	2.0728e-85	False
PSMD6-8	PSMD6	4040.9/4133.8/4100.4	1406.9/1392.1/1339.3	4100.4	1392.1	-1.5578	2324.7	19128	19.582	1.1089e-85	1	2.2177e-85	1.0499e-84	False
COPS2-6	COPS2	2708.2/2853/2584.4	602.51/568.9/470.54	2708.2	568.9	-2.2491	18145	12011	19.52	3.7214e-85	1	7.4428e-85	3.5061e-84	False
PSMC2-1	PSMC2	3340.7/3199.6/3124.6	1010.2/858.54/783.85	3199.6	858.54	-1.8967	12764	14480	19.455	1.3319e-84	1	2.6637e-84	1.2487e-83	False
RPS13-10	RPS13	2422.5/2475.6/2714.8	402.68/451.59/591.04	2475.6	451.59	-2.4521	30016	10861	19.421	2.554e-84	1	5.1079e-84	2.3829e-83	False
RPS9-3	RPS9	2284.3/2182.3/2293.1	426.9/349.85/305.28	2284.3	349.85	-2.7035	5246.2	9925.4	19.417	2.7566e-84	1	5.5133e-84	2.5595e-83	False
RPS7-3	RPS7	4706.8/4663.5/4806.5	1761.1/1987/1813.3	4706.8	1813.3	-1.3757	5901	22333	19.363	7.9899e-84	1	1.598e-83	7.383e-83	False
PSMC2-4	PSMC2	2832.5/2636.3/2734.6	603.52/833.63/577.27	2734.6	603.52	-2.178	9620.2	12142	19.339	1.2536e-83	1	2.5072e-83	1.1528e-82	False
NUP98-7	NUP98	3931.5/4110.4/4058.9	1400.8/1684.9/1294.6	4058.9	1400.8	-1.5341	9442.8	18911	19.329	1.5293e-83	1	3.0586e-83	1.3997e-82	False
COPA-1	COPA	3352.8/3393/3706.3	1011.2/1003.9/1168.3	3393	1011.2	-1.7454	49896	15466	19.152	4.6792e-82	1	9.3583e-82	4.2623e-81	False
POLR2D-3	POLR2D	2352/2197.2/2266.5	277.54/427.71/377.58	2266.5	377.58	-2.5824	6058.5	9838.5	19.043	3.7425e-81	1	7.485e-81	3.393e-80	False
PSMD1-18	PSMD1	2529.2/2603.6/2561.7	557.1/550.21/518.74	2561.7	550.21	-2.217	1406.1	11285	18.935	2.939e-80	1	5.878e-80	2.652e-79	False
COPB1-8	COPB1	3190.5/3202.4/3176	916.38/813.9/967.47	3190.5	916.38	-1.7986	176.03	14434	18.928	3.3359e-80	1	6.6717e-80	2.996e-79	False
RPS8-6	RPS8	2185.1/2517.6/2484.7	444.06/514.92/579.56	2484.7	514.92	-2.2684	45426	10906	18.862	1.1704e-79	1	2.3409e-79	1.0463e-78	False
RPL35A-2	RPL35A	4471.3/4155.3/4138.9	1772.2/1527.1/1176.3	4155.3	1527.1	-1.4436	50058	19416	18.862	1.1799e-79	1	2.3597e-79	1.0499e-78	False
NUP54-15	NUP54	5174.3/4884/5323	2202.1/2214.4/2138.1	5174.3	2202.1	-1.2321	53196	24839	18.858	1.2557e-79	1	2.5115e-79	1.1122e-78	False
COPS6-2	COPS6	2606.2/2849.3/2562.7	591.41/550.21/604.81	2606.2	591.41	-2.1378	30500	11505	18.784	5.1526e-79	1	1.0305e-78	4.5428e-78	False
NUP54-8	NUP54	4630.8/4695.3/4242.6	1848.9/2103.3/1852.3	4630.8	1852.3	-1.3215	77441	21928	18.763	7.5235e-79	1	1.5047e-78	6.6029e-78	False
NUP205-7	NUP205	4120.7/4281.4/4290.9	1396.8/1632/1638.8	4281.4	1632	-1.3909	12959	20079	18.698	2.5838e-78	1	5.1676e-78	2.2573e-77	False
PSMC4-7	PSMC4	3915.7/3846.1/3909.8	1503.8/1392.1/1346.2	3909.8	1392.1	-1.4891	2045.5	18133	18.696	2.6483e-78	1	5.2965e-78	2.3032e-77	False
PSMC2-13	PSMC2	4178.2/4484.1/4198.1	1591.6/1136.8/1605.6	4198.1	1591.6	-1.3987	41098	19641	18.599	1.6351e-77	1	3.2701e-77	1.4156e-76	False
RPL9-2	RPL9	3646.8/3656.4/3770.5	1157.6/1451.3/1247.5	3656.4	1247.5	-1.5506	6553.5	16819	18.575	2.5782e-77	1	5.1564e-77	2.2221e-76	False
COPA-7	COPA	2829.7/2809.1/2672.3	731.69/857.5/701.22	2809.1	731.69	-1.9393	9565.4	12514	18.571	2.7756e-77	1	5.5511e-77	2.3815e-76	False
COPA-4	COPA	2752.7/2645.6/2687.2	605.54/666.49/698.92	2687.2	666.49	-2.0098	3009.8	11907	18.518	7.347e-77	1	1.4694e-76	6.276e-76	False
COPA-10	COPA	4637.3/4666.3/4622.8	1955.9/1894.6/1873	4637.3	1894.6	-1.2909	525.96	21962	18.507	9.0591e-77	1	1.8118e-76	7.7043e-76	False
COPA-6	COPA	1851.2/1896.4/1876.4	225.06/236.7/140.01	1876.4	225.06	-3.0539	517.41	7963	18.505	9.4007e-77	1	1.8801e-76	7.9596e-76	False
PSMD6-14	PSMD6	3066.2/3152/3018	758.94/953.01/892.87	3066.2	892.87	-1.7788	4841.1	13805	18.497	1.09e-76	1	2.18e-76	9.1886e-76	False
PSMD6-3	PSMD6	3832.3/3690.1/3789.3	1309/1383.8/1354.2	3789.3	1354.2	-1.4838	5845.1	17507	18.404	6.1346e-76	1	1.2269e-75	5.1488e-75	False
RPL18A-2	RPL18A	3900/3944.2/3912.7	1449.3/1137.8/1443.7	3912.7	1443.7	-1.4377	575.76	18148	18.327	2.5007e-75	1	5.0014e-75	2.0897e-74	False
PSMB3-6	PSMB3	2540.3/2559.7/2654.6	563.15/649.88/615.14	2559.7	615.14	-2.0552	4688.5	11275	18.313	3.2762e-75	1	6.5524e-75	2.7259e-74	False
POLR2D-6	POLR2D	3233.1/3308.9/3170.1	1031.4/1019.5/880.25	3233.1	1019.5	-1.6642	4859.8	14651	18.289	5.0909e-75	1	1.0182e-74	4.2176e-74	False
PSMD7-9	PSMD7	3288.8/3505.1/3359.7	1143.5/906.3/1104	3359.7	1104	-1.6047	13086	15296	18.238	1.2785e-74	1	2.5571e-74	1.0546e-73	False
RPS27-1	RPS27	3154.3/3013.7/3340.9	1018.3/994.54/923.86	3154.3	994.54	-1.6642	27297	14251	18.092	1.8432e-73	1	3.6864e-73	1.514e-72	False
RPL27-1	RPL27	2919.6/2824.1/2994.3	803.35/856.47/869.92	2919.6	856.47	-1.7681	7353.2	13067	18.049	4.0486e-73	1	8.0972e-73	3.3112e-72	False
NUP133-3	NUP133	3353.7/3322.9/3364.6	1145.5/1125.3/1100.6	3353.7	1125.3	-1.5745	532.98	15265	18.036	5.1034e-73	1	1.0207e-72	4.1562e-72	False
PSMD11-8	PSMD11	2382.6/2522.3/2405.7	590.4/562.67/526.77	2405.7	562.67	-2.0941	7066.2	10518	17.971	1.6552e-72	1	3.3103e-72	1.3423e-71	False
RPL34-4	RPL34	1667.6/1718/1855.6	191.75/178.56/235.27	1718	191.75	-3.1567	10744	7214.6	17.969	1.7185e-72	1	3.437e-72	1.3878e-71	False
PSMA3-1	PSMA3	5034.2/5057.7/4999	2137.6/2364.9/2280.4	5034.2	2280.4	-1.1421	895.43	24085	17.745	9.4733e-71	1	1.8947e-70	7.6183e-70	False
POLR2A-3	POLR2A	4246.8/4187/4668.2	1607.7/1911.2/1745.6	4246.8	1745.6	-1.2822	90563	19897	17.732	1.179e-70	1	2.3579e-70	9.4415e-70	False
RPL11-3	RPL11	2256.5/2040.3/2199.3	375.43/553.33/485.46	2199.3	485.46	-2.1773	14280	9512.5	17.572	2.0167e-69	1	4.0335e-69	1.6084e-68	False
NUP205-8	NUP205	1608.2/1837.6/1673.9	196.8/216.97/285.77	1673.9	216.97	-2.9419	15548	7007.9	17.404	3.8454e-68	1	7.6908e-68	3.0541e-67	False
PSMB3-1	PSMB3	5730.8/5992.8/5631.1	2844/3193.3/2762.4	5730.8	2844	-1.0105	39313	27860	17.295	2.576e-67	1	5.1521e-67	2.0375e-66	False
NUP98-5	NUP98	3099.6/2994.1/3011.1	870.97/1007/1133.9	3011.1	1007	-1.5793	4059.6	13527	17.231	7.7584e-67	1	1.5517e-66	6.1114e-66	False
PSMB2-20	PSMB2	1387.5/1464.8/1563.3	121.11/281.34/126.24	1464.8	126.24	-3.5261	7841.1	6036.2	17.229	8.0523e-67	1	1.6105e-66	6.3169e-66	False
PSMD6-9	PSMD6	3797/4087.1/3892	1563.3/1785.6/1586.1	3892	1586.1	-1.2945	23544	18040	17.168	2.2964e-66	1	4.5928e-66	1.7942e-65	False
PSMD6-13	PSMD6	1941.2/2040.3/2079.8	456.17/376.85/436.11	2040.3	436.11	-2.2234	5692.3	8745.7	17.154	2.9584e-66	1	5.9168e-66	2.302e-65	False
PSMD11-6	PSMD11	2772.2/3072.6/2950.8	986.02/1074.5/965.18	2950.8	986.02	-1.5805	23369	13224	17.086	9.4311e-66	1	1.8862e-65	7.3091e-65	False
MAGEB3-4	MAGEB3	5895.8/5710.7/5629.1	8221.2/8556.4/8799.1	5710.7	8556.4	0.58324	20468	27751	17.082	1	1.0087e-65	2.0174e-65	7.7859e-65	True
PSMB2-16	PSMB2	1698.2/1667.5/1754.9	258.36/296.91/226.09	1698.2	258.36	-2.7118	2078	7121.6	17.061	1.4359e-65	1	2.8719e-65	1.1039e-64	False
POLR2A-10	POLR2A	4052.1/3889/4082.6	1721.7/1560.3/1855.8	4052.1	1721.7	-1.2343	13753	18875	16.962	7.8826e-65	1	1.5765e-64	6.036e-64	False
DEFB129-4	DEFB129	6525.6/6664.5/6517.9	9628.1/8544.9/9570.3	6525.6	9570.3	0.55238	9681.3	32241	16.957	1	8.5975e-65	1.7195e-64	6.5573e-64	True
PSMD11-3	PSMD11	2775.9/2901.6/2821.5	934.55/930.17/727.61	2821.5	930.17	-1.5998	4250.1	12576	16.865	4.0547e-64	1	8.1093e-64	3.0803e-63	False
COPS4-8	COPS4	3003.1/3185.6/2960.7	1084.9/1065.1/965.18	3003.1	1065.1	-1.4945	17550	13487	16.688	8.0754e-63	1	1.6151e-62	6.1106e-62	False
PSMD6-17	PSMD6	2427.2/2518.6/2356.3	799.31/709.05/583.01	2427.2	709.05	-1.7739	6688.3	10623	16.669	1.0931e-62	1	2.1862e-62	8.2391e-62	False
PSMD1-8	PSMD1	2480.9/2473.7/2250.6	747.84/670.64/856.15	2473.7	747.84	-1.7245	24911	10852	16.568	5.9688e-62	1	1.1938e-61	4.4813e-61	False
RPL36-2	RPL36	2703.5/2658.7/2671.4	755.91/922.91/871.07	2671.4	871.07	-1.6156	597.91	11828	16.553	7.5837e-62	1	1.5167e-61	5.6716e-61	False
RPS19-9	RPS19	1494.1/1511.5/1501.1	191.75/295.87/203.13	1501.1	203.13	-2.8794	78.611	6203.7	16.479	2.5874e-61	1	5.1747e-61	1.9275e-60	False
POLR2A-4	POLR2A	2525.5/2529.8/2793.8	872.99/799.37/768.93	2529.8	799.37	-1.6609	34861	11128	16.404	8.9738e-61	1	1.7948e-60	6.6593e-60	False
OTUD6A-7	OTUD6A	5934.8/5904.1/5966.8	8716.7/8510.7/9104.3	5934.8	8716.7	0.55451	984.66	28978	16.342	1	2.4688e-60	4.9375e-60	1.825e-59	True
COPS6-6	COPS6	2591.3/2759.6/2598.3	717.56/886.57/849.26	2598.3	849.26	-1.6121	13038	11466	16.334	2.8399e-60	1	5.6797e-60	2.0913e-59	False
PSMD1-19	PSMD1	3746.9/3821.8/4208	1713.7/1318.4/1651.5	3821.8	1651.5	-1.21	77382	17675	16.324	3.3067e-60	1	6.6133e-60	2.4257e-59	False
RPL36-7	RPL36	3225.7/3620.9/3168.1	1253.5/1139.9/1543.6	3225.7	1253.5	-1.363	79763	14613	16.315	3.8558e-60	1	7.7116e-60	2.8178e-59	False
COPB1-4	COPB1	2799.1/2530.7/2931.1	922.44/980.01/1078.8	2799.1	980.01	-1.5131	44717	12464	16.294	5.4617e-60	1	1.0923e-59	3.9763e-59	False
PSMB2-9	PSMB2	4433.2/4581.3/4534.9	2244.5/2188.4/2083	4534.9	2188.4	-1.0508	6240.9	21418	16.033	3.7373e-58	1	7.4747e-58	2.7106e-57	False
COPS6-7	COPS6	4393.4/4382.3/4325.5	2132.5/1919.5/2094.5	4382.3	2094.5	-1.0647	1673.4	20611	15.936	1.7837e-57	1	3.5675e-57	1.2888e-56	False
RPS7-1	RPS7	4030.7/4062.8/3707.3	1861/2059.7/1540.1	4030.7	1861	-1.1145	52817	18764	15.84	8.2966e-57	1	1.6593e-56	5.9723e-56	False
NPHS2-8	NPHS2	8605.9/8828.1/9023.3	12396/11443/12181	8828.1	12181	0.46443	43751	45298	15.755	1	3.1981e-56	6.3962e-56	2.2936e-55	True
PSMA3-10	PSMA3	3232.2/3327.6/3043.7	1500.7/1349.6/1310.6	3232.2	1349.6	-1.2594	22322	14646	15.556	7.2324e-55	1	1.4465e-54	5.1676e-54	False
RPS8-2	RPS8	2044.1/1912.3/1969.2	547/555.41/501.52	1969.2	547	-1.8461	4425.6	8405.3	15.513	1.4271e-54	1	2.8542e-54	1.0159e-53	False
PSMD6-6	PSMD6	3900.9/3722.8/4056.9	1810.6/1817.8/1838.5	3900.9	1817.8	-1.1012	28035	18086	15.489	2.046e-54	1	4.092e-54	1.4511e-53	False
RPL18A-3	RPL18A	4834.8/4458.9/4182.3	2497.8/2217.5/2140.4	4458.9	2217.5	-1.0074	1.0891e+05	21016	15.462	3.152e-54	1	6.304e-54	2.2272e-53	False
DEFB129-8	DEFB129	6481.1/6156.3/6050.8	8866.1/8830.4/8778.4	6156.3	8830.4	0.52034	58300	30197	15.389	1	9.7678e-54	1.9536e-53	6.8768e-53	True
NLRP5-5	NLRP5	6159.2/6129.2/6085.3	9248.6/8776.4/8792.2	6129.2	8792.2	0.52044	1413.4	30047	15.362	1	1.4647e-53	2.9294e-53	1.0274e-52	True
NUP93-11	NUP93	1595.2/1509.7/1553.4	333.05/335.32/346.59	1553.4	335.32	-2.2085	1831.6	6446.1	15.172	2.7143e-52	1	5.4286e-52	1.897e-51	False
PSMA3-2	PSMA3	1845.6/1833.8/1778.6	498.56/511.8/477.42	1833.8	498.56	-1.8769	1594.7	7761.1	15.157	3.4248e-52	1	6.8496e-52	2.385e-51	False
NUP93-8	NUP93	4956.3/5212.8/5076.1	2731/2813.4/2255.1	5076.1	2731	-0.89405	16515	24310	15.041	1.988e-51	1	3.976e-51	1.3794e-50	False
RPS3A-5	RPS3A	2940/3048.3/2907.4	1305.9/1218.8/1213.1	2940	1218.8	-1.2697	6390.2	13170	14.999	3.7329e-51	1	7.4658e-51	2.5808e-50	False
RPS3A-2	RPS3A	2973.4/3022.1/3008.1	1314/1144/1267	3008.1	1267	-1.2468	699.4	13512	14.978	5.089e-51	1	1.0178e-50	3.5058e-50	False
POLR2F-8	POLR2F	6927.2/6933.6/7528.2	4152/4063.3/4337	6933.6	4152	-0.73966	1.7679e+05	34516	14.972	5.5911e-51	1	1.1182e-50	3.8379e-50	False
RPL5-8	RPL5	4026.1/3749.8/3947.3	1755.1/2163.5/1928.1	3947.3	1928.1	-1.0333	22595	18328	14.915	1.3144e-50	1	2.6288e-50	8.9902e-50	False
COPS8-7	COPS8	4669.7/4736.4/4612.9	6765.9/7090.5/6835.4	4669.7	6835.4	0.54959	3834.4	22135	14.556	1	2.6607e-48	5.3215e-48	1.8135e-47	True
PSMD7-10	PSMD7	2378/2246.7/2284.2	840.69/915.64/631.21	2284.2	840.69	-1.441	5099.7	9924.9	14.49	7.0214e-48	1	1.4043e-47	4.7686e-47	False
COPS2-3	COPS2	6013.6/6504.8/5900.7	3529.3/3190.2/4076.5	6013.6	3529.3	-0.76869	1.2699e+05	29411	14.486	7.3923e-48	1	1.4785e-47	5.0028e-47	False
COPB1-10	COPB1	1844.7/1785.2/1807.2	479.38/622.88/548.58	1807.2	548.58	-1.7182	944.15	7635.3	14.404	2.4295e-47	1	4.859e-47	1.6384e-46	False
PSMC2-12	PSMC2	4377.6/4494.4/4749.2	2533.2/2402.3/2317.1	4494.4	2402.3	-0.90346	39277	21204	14.368	4.1298e-47	1	8.2596e-47	2.7753e-46	False
COPS4-3	COPS4	2850.1/2691.4/2761.2	1182.8/1110.8/1247.5	2761.2	1182.8	-1.2224	6384.7	12275	14.246	2.3592e-46	1	4.7183e-46	1.5799e-45	False
FAM71B-10	FAM71B	4669.7/4769.1/4693.9	7093.9/6814.4/6367.2	4693.9	6814.4	0.5377	3116.8	22263	14.211	1	3.8894e-46	7.7787e-46	2.5956e-45	True
COPS6-1	COPS6	3819.3/4010.5/3971	2058.8/1885.3/2622.4	3971	2058.8	-0.94733	12288	18452	14.077	2.6367e-45	1	5.2734e-45	1.7535e-44	False
RPS27-3	RPS27	5519.3/5537/5782.2	3258.8/3233.8/3006.8	5537	3233.8	-0.77567	30219	26804	14.068	2.998e-45	1	5.996e-45	1.9869e-44	False
NUP93-9	NUP93	2337.2/2390.6/2555.8	1085.9/959.24/928.45	2390.6	959.24	-1.3165	15073	10444	14.006	7.1721e-45	1	1.4344e-44	4.737e-44	False
TRIM42-10	TRIM42	4757.9/4689.6/4586.2	6737.6/6752.1/6390.1	4689.6	6737.6	0.52267	7673.8	22241	13.733	1	3.2423e-43	6.4847e-43	2.1342e-42	True
PSMD1-7	PSMD1	3657.9/3611.6/3666.8	1881.2/1889.4/1791.5	3657.9	1881.2	-0.95898	1111.9	16827	13.696	5.3288e-43	1	1.0658e-42	3.4955e-42	False
COPS4-10	COPS4	2543.1/2787.6/2605.2	1189.9/1140.9/1090.3	2605.2	1140.9	-1.1905	18571	11500	13.654	9.5242e-43	1	1.9048e-42	6.2264e-42	False
NUP133-5	NUP133	2372.4/2266.4/2348.4	993.08/944.71/976.65	2348.4	976.65	-1.2649	3656	10238	13.557	3.5845e-42	1	7.169e-42	2.3354e-41	False
