sgrna	symbol	pool	prob	chosen
PSMB3_PSMB3-1	PSMB3	list	1	1
PSMB3_PSMB3-10	PSMB3	list	1	1
PSMB3_PSMB3-2	PSMB3	list	1	1
PSMB3_PSMB3-3	PSMB3	list	1	1
PSMB3_PSMB3-4	PSMB3	list	1	1
PSMB3_PSMB3-5	PSMB3	list	1	1
PSMB3_PSMB3-6	PSMB3	list	1	1
PSMB3_PSMB3-7	PSMB3	list	1	1
PSMB3_PSMB3-8	PSMB3	list	1	1
PSMB3_PSMB3-9	PSMB3	list	1	1
PSMC1_PSMC1-1	PSMC1	list	1	1
PSMC1_PSMC1-10	PSMC1	list	1	1
PSMC1_PSMC1-2	PSMC1	list	1	1
PSMC1_PSMC1-3	PSMC1	list	1	1
PSMC1_PSMC1-4	PSMC1	list	1	1
PSMC1_PSMC1-5	PSMC1	list	1	1
PSMC1_PSMC1-6	PSMC1	list	1	1
PSMC1_PSMC1-7	PSMC1	list	1	1
PSMC1_PSMC1-8	PSMC1	list	1	1
PSMC1_PSMC1-9	PSMC1	list	1	1
PSMC2_PSMC2-1	PSMC2	list	1	1
PSMC2_PSMC2-10	PSMC2	list	1	1
PSMC2_PSMC2-11	PSMC2	list	1	1
PSMC2_PSMC2-12	PSMC2	list	1	1
PSMC2_PSMC2-13	PSMC2	list	1	1
PSMC2_PSMC2-14	PSMC2	list	1	1
PSMC2_PSMC2-2	PSMC2	list	1	1
PSMC2_PSMC2-3	PSMC2	list	1	1
PSMC2_PSMC2-4	PSMC2	list	1	1
PSMC2_PSMC2-5	PSMC2	list	1	1
PSMC2_PSMC2-6	PSMC2	list	1	1
PSMC2_PSMC2-7	PSMC2	list	1	1
PSMC2_PSMC2-8	PSMC2	list	1	1
PSMC2_PSMC2-9	PSMC2	list	1	1
PSMC4_PSMC4-1	PSMC4	list	1	1
PSMC4_PSMC4-10	PSMC4	list	1	1
PSMC4_PSMC4-2	PSMC4	list	1	1
PSMC4_PSMC4-3	PSMC4	list	1	1
PSMC4_PSMC4-4	PSMC4	list	1	1
PSMC4_PSMC4-5	PSMC4	list	1	1
PSMC4_PSMC4-6	PSMC4	list	1	1
PSMC4_PSMC4-7	PSMC4	list	1	1
PSMC4_PSMC4-8	PSMC4	list	1	1
PSMC4_PSMC4-9	PSMC4	list	1	1
PSMD1_PSMD1-13	PSMD1	list	1	1
PSMD1_PSMD1-14	PSMD1	list	1	1
PSMD1_PSMD1-15	PSMD1	list	1	1
PSMD1_PSMD1-16	PSMD1	list	1	1
PSMD1_PSMD1-17	PSMD1	list	1	1
PSMD1_PSMD1-18	PSMD1	list	1	1
PSMD1_PSMD1-19	PSMD1	list	1	1
PSMD1_PSMD1-2	PSMD1	list	1	1
PSMD1_PSMD1-21	PSMD1	list	1	1
PSMD1_PSMD1-7	PSMD1	list	1	1
PSMD1_PSMD1-8	PSMD1	list	1	1
PSMD1_PSMD1-9	PSMD1	list	1	1
PSMD11_PSMD11-1	PSMD11	list	1	1
PSMD11_PSMD11-10	PSMD11	list	1	1
PSMD11_PSMD11-2	PSMD11	list	1	1
PSMD11_PSMD11-3	PSMD11	list	1	1
PSMD11_PSMD11-4	PSMD11	list	1	1
PSMD11_PSMD11-5	PSMD11	list	1	1
PSMD11_PSMD11-6	PSMD11	list	1	1
PSMD11_PSMD11-7	PSMD11	list	1	1
PSMD11_PSMD11-8	PSMD11	list	1	1
PSMD11_PSMD11-9	PSMD11	list	1	1
PSMD6_PSMD6-1	PSMD6	list	1	1
PSMD6_PSMD6-10	PSMD6	list	1	1
PSMD6_PSMD6-11	PSMD6	list	1	1
PSMD6_PSMD6-12	PSMD6	list	1	1
PSMD6_PSMD6-13	PSMD6	list	1	1
PSMD6_PSMD6-14	PSMD6	list	1	1
PSMD6_PSMD6-15	PSMD6	list	1	1
PSMD6_PSMD6-16	PSMD6	list	1	1
PSMD6_PSMD6-17	PSMD6	list	1	1
PSMD6_PSMD6-18	PSMD6	list	1	1
PSMD6_PSMD6-19	PSMD6	list	1	1
PSMD6_PSMD6-2	PSMD6	list	1	1
PSMD6_PSMD6-3	PSMD6	list	1	1
PSMD6_PSMD6-4	PSMD6	list	1	1
PSMD6_PSMD6-5	PSMD6	list	1	1
PSMD6_PSMD6-6	PSMD6	list	1	1
PSMD6_PSMD6-7	PSMD6	list	1	1
PSMD6_PSMD6-8	PSMD6	list	1	1
PSMD6_PSMD6-9	PSMD6	list	1	1
PSMD7_PSMD7-1	PSMD7	list	1	1
PSMD7_PSMD7-10	PSMD7	list	1	1
PSMD7_PSMD7-2	PSMD7	list	1	1
PSMD7_PSMD7-3	PSMD7	list	1	1
PSMD7_PSMD7-4	PSMD7	list	1	1
PSMD7_PSMD7-5	PSMD7	list	1	1
PSMD7_PSMD7-6	PSMD7	list	1	1
PSMD7_PSMD7-7	PSMD7	list	1	1
PSMD7_PSMD7-8	PSMD7	list	1	1
PSMD7_PSMD7-9	PSMD7	list	1	1
RNASE9_RNASE9-1	RNASE9	list	1	1
RNASE9_RNASE9-10	RNASE9	list	1	1
RNASE9_RNASE9-11	RNASE9	list	1	1
RNASE9_RNASE9-2	RNASE9	list	1	1
RNASE9_RNASE9-3	RNASE9	list	1	1
RNASE9_RNASE9-4	RNASE9	list	1	1
RNASE9_RNASE9-5	RNASE9	list	1	1
RNASE9_RNASE9-6	RNASE9	list	1	1
RNASE9_RNASE9-7	RNASE9	list	1	1
RNASE9_RNASE9-8	RNASE9	list	1	1
RNASE9_RNASE9-9	RNASE9	list	1	1
RPL11_RPL11-1	RPL11	list	1	1
RPL11_RPL11-10	RPL11	list	1	1
RPL11_RPL11-2	RPL11	list	1	1
RPL11_RPL11-3	RPL11	list	1	1
RPL11_RPL11-4	RPL11	list	1	1
RPL11_RPL11-5	RPL11	list	1	1
RPL11_RPL11-6	RPL11	list	1	1
RPL11_RPL11-7	RPL11	list	1	1
RPL11_RPL11-8	RPL11	list	1	1
RPL11_RPL11-9	RPL11	list	1	1
RPL18A_RPL18A-1	RPL18A	list	1	1
RPL18A_RPL18A-2	RPL18A	list	1	1
RPL18A_RPL18A-3	RPL18A	list	1	1
RPL18A_RPL18A-4	RPL18A	list	1	1
RPL18A_RPL18A-5	RPL18A	list	1	1
RPL18A_RPL18A-6	RPL18A	list	1	1
RPL18A_RPL18A-7	RPL18A	list	1	1
RPL18A_RPL18A-8	RPL18A	list	1	1
RPL27_RPL27-1	RPL27	list	1	1
RPL27_RPL27-10	RPL27	list	1	1
RPL27_RPL27-2	RPL27	list	1	1
RPL27_RPL27-3	RPL27	list	1	1
RPL27_RPL27-4	RPL27	list	1	1
RPL27_RPL27-5	RPL27	list	1	1
RPL27_RPL27-6	RPL27	list	1	1
RPL27_RPL27-7	RPL27	list	1	1
RPL27_RPL27-8	RPL27	list	1	1
RPL27_RPL27-9	RPL27	list	1	1
RPL3_RPL3-1	RPL3	list	1	1
RPL3_RPL3-10	RPL3	list	1	1
RPL3_RPL3-11	RPL3	list	1	1
RPL3_RPL3-2	RPL3	list	1	1
RPL3_RPL3-3	RPL3	list	1	1
RPL3_RPL3-4	RPL3	list	1	1
RPL3_RPL3-5	RPL3	list	1	1
RPL3_RPL3-6	RPL3	list	1	1
RPL3_RPL3-7	RPL3	list	1	1
RPL3_RPL3-8	RPL3	list	1	1
RPL3_RPL3-9	RPL3	list	1	1
RPL30_RPL30-1	RPL30	list	1	1
RPL30_RPL30-10	RPL30	list	1	1
RPL30_RPL30-2	RPL30	list	1	1
RPL30_RPL30-3	RPL30	list	1	1
RPL30_RPL30-4	RPL30	list	1	1
RPL30_RPL30-5	RPL30	list	1	1
RPL30_RPL30-6	RPL30	list	1	1
RPL30_RPL30-7	RPL30	list	1	1
RPL30_RPL30-8	RPL30	list	1	1
RPL30_RPL30-9	RPL30	list	1	1
RPL34_RPL34-1	RPL34	list	1	1
RPL34_RPL34-2	RPL34	list	1	1
RPL34_RPL34-3	RPL34	list	1	1
RPL34_RPL34-4	RPL34	list	1	1
RPL34_RPL34-5	RPL34	list	1	1
RPL34_RPL34-6	RPL34	list	1	1
RPL34_RPL34-7	RPL34	list	1	1
RPL35A_RPL35A-1	RPL35A	list	1	1
RPL35A_RPL35A-2	RPL35A	list	1	1
RPL35A_RPL35A-3	RPL35A	list	1	1
RPL35A_RPL35A-4	RPL35A	list	1	1
RPL35A_RPL35A-5	RPL35A	list	1	1
RPL35A_RPL35A-6	RPL35A	list	1	1
RPL35A_RPL35A-7	RPL35A	list	1	1
RPL36_RPL36-1	RPL36	list	1	1
RPL36_RPL36-10	RPL36	list	1	1
RPL36_RPL36-2	RPL36	list	1	1
RPL36_RPL36-3	RPL36	list	1	1
RPL36_RPL36-4	RPL36	list	1	1
RPL36_RPL36-5	RPL36	list	1	1
RPL36_RPL36-6	RPL36	list	1	1
RPL36_RPL36-7	RPL36	list	1	1
RPL36_RPL36-8	RPL36	list	1	1
RPL36_RPL36-9	RPL36	list	1	1
RPL5_RPL5-1	RPL5	list	1	1
RPL5_RPL5-10	RPL5	list	1	1
RPL5_RPL5-2	RPL5	list	1	1
RPL5_RPL5-3	RPL5	list	1	1
RPL5_RPL5-4	RPL5	list	1	1
RPL5_RPL5-5	RPL5	list	1	1
RPL5_RPL5-6	RPL5	list	1	1
RPL5_RPL5-7	RPL5	list	1	1
RPL5_RPL5-8	RPL5	list	1	1
RPL5_RPL5-9	RPL5	list	1	1
RPL6_RPL6-1	RPL6	list	1	1
RPL6_RPL6-2	RPL6	list	1	1
RPL9_RPL9-1	RPL9	list	1	1
RPL9_RPL9-10	RPL9	list	1	1
RPL9_RPL9-2	RPL9	list	1	1
RPL9_RPL9-3	RPL9	list	1	1
RPL9_RPL9-4	RPL9	list	1	1
RPL9_RPL9-5	RPL9	list	1	1
RPL9_RPL9-6	RPL9	list	1	1
RPL9_RPL9-7	RPL9	list	1	1
RPL9_RPL9-8	RPL9	list	1	1
RPL9_RPL9-9	RPL9	list	1	1
RPS11_RPS11-1	RPS11	list	1	1
RPS11_RPS11-10	RPS11	list	1	1
RPS11_RPS11-2	RPS11	list	1	1
RPS11_RPS11-3	RPS11	list	1	1
RPS11_RPS11-4	RPS11	list	1	1
RPS11_RPS11-5	RPS11	list	1	1
RPS11_RPS11-6	RPS11	list	1	1
RPS11_RPS11-7	RPS11	list	1	1
RPS11_RPS11-8	RPS11	list	1	1
RPS11_RPS11-9	RPS11	list	1	1
RPS13_RPS13-1	RPS13	list	1	1
RPS13_RPS13-10	RPS13	list	1	1
RPS13_RPS13-2	RPS13	list	1	1
RPS13_RPS13-3	RPS13	list	1	1
RPS13_RPS13-4	RPS13	list	1	1
RPS13_RPS13-5	RPS13	list	1	1
RPS13_RPS13-6	RPS13	list	1	1
RPS13_RPS13-7	RPS13	list	1	1
RPS13_RPS13-8	RPS13	list	1	1
RPS13_RPS13-9	RPS13	list	1	1
RPS19_RPS19-1	RPS19	list	1	1
RPS19_RPS19-10	RPS19	list	1	1
RPS19_RPS19-2	RPS19	list	1	1
RPS19_RPS19-3	RPS19	list	1	1
RPS19_RPS19-4	RPS19	list	1	1
RPS19_RPS19-5	RPS19	list	1	1
RPS19_RPS19-6	RPS19	list	1	1
RPS19_RPS19-7	RPS19	list	1	1
RPS19_RPS19-8	RPS19	list	1	1
RPS19_RPS19-9	RPS19	list	1	1
RPS24_RPS24-1	RPS24	list	1	1
RPS24_RPS24-10	RPS24	list	1	1
RPS24_RPS24-11	RPS24	list	1	1
RPS24_RPS24-12	RPS24	list	1	1
RPS24_RPS24-13	RPS24	list	1	1
RPS24_RPS24-2	RPS24	list	1	1
RPS24_RPS24-3	RPS24	list	1	1
RPS24_RPS24-4	RPS24	list	1	1
RPS24_RPS24-5	RPS24	list	1	1
RPS24_RPS24-6	RPS24	list	1	1
RPS24_RPS24-7	RPS24	list	1	1
RPS24_RPS24-8	RPS24	list	1	1
RPS24_RPS24-9	RPS24	list	1	1
RPS27_RPS27-1	RPS27	list	1	1
RPS27_RPS27-2	RPS27	list	1	1
RPS27_RPS27-3	RPS27	list	1	1
RPS27_RPS27-4	RPS27	list	1	1
RPS27_RPS27-5	RPS27	list	1	1
RPS3A_RPS3A-1	RPS3A	list	1	1
RPS3A_RPS3A-2	RPS3A	list	1	1
RPS3A_RPS3A-3	RPS3A	list	1	1
RPS3A_RPS3A-4	RPS3A	list	1	1
RPS3A_RPS3A-5	RPS3A	list	1	1
RPS3A_RPS3A-6	RPS3A	list	1	1
RPS7_RPS7-1	RPS7	list	1	1
RPS7_RPS7-2	RPS7	list	1	1
RPS7_RPS7-3	RPS7	list	1	1
RPS7_RPS7-4	RPS7	list	1	1
RPS7_RPS7-5	RPS7	list	1	1
RPS7_RPS7-6	RPS7	list	1	1
RPS7_RPS7-7	RPS7	list	1	1
RPS7_RPS7-8	RPS7	list	1	1
RPS8_RPS8-1	RPS8	list	1	1
RPS8_RPS8-10	RPS8	list	1	1
RPS8_RPS8-2	RPS8	list	1	1
RPS8_RPS8-3	RPS8	list	1	1
RPS8_RPS8-4	RPS8	list	1	1
RPS8_RPS8-5	RPS8	list	1	1
RPS8_RPS8-6	RPS8	list	1	1
RPS8_RPS8-7	RPS8	list	1	1
RPS8_RPS8-8	RPS8	list	1	1
RPS8_RPS8-9	RPS8	list	1	1
RPS9_RPS9-1	RPS9	list	1	1
RPS9_RPS9-10	RPS9	list	1	1
RPS9_RPS9-2	RPS9	list	1	1
RPS9_RPS9-3	RPS9	list	1	1
RPS9_RPS9-4	RPS9	list	1	1
RPS9_RPS9-5	RPS9	list	1	1
RPS9_RPS9-6	RPS9	list	1	1
RPS9_RPS9-7	RPS9	list	1	1
RPS9_RPS9-8	RPS9	list	1	1
RPS9_RPS9-9	RPS9	list	1	1
RPTN_RPTN-1	RPTN	list	1	1
RPTN_RPTN-10	RPTN	list	1	1
RPTN_RPTN-2	RPTN	list	1	1
RPTN_RPTN-3	RPTN	list	1	1
RPTN_RPTN-4	RPTN	list	1	1
RPTN_RPTN-5	RPTN	list	1	1
RPTN_RPTN-6	RPTN	list	1	1
RPTN_RPTN-7	RPTN	list	1	1
RPTN_RPTN-8	RPTN	list	1	1
RPTN_RPTN-9	RPTN	list	1	1
RXFP2_RXFP2-1	RXFP2	list	1	1
RXFP2_RXFP2-10	RXFP2	list	1	1
RXFP2_RXFP2-2	RXFP2	list	1	1
RXFP2_RXFP2-3	RXFP2	list	1	1
RXFP2_RXFP2-4	RXFP2	list	1	1
RXFP2_RXFP2-5	RXFP2	list	1	1
RXFP2_RXFP2-6	RXFP2	list	1	1
RXFP2_RXFP2-7	RXFP2	list	1	1
RXFP2_RXFP2-8	RXFP2	list	1	1
RXFP2_RXFP2-9	RXFP2	list	1	1
SAGE1_SAGE1-1	SAGE1	list	1	1
SAGE1_SAGE1-10	SAGE1	list	1	1
SAGE1_SAGE1-2	SAGE1	list	1	1
SAGE1_SAGE1-3	SAGE1	list	1	1
SAGE1_SAGE1-4	SAGE1	list	1	1
SAGE1_SAGE1-5	SAGE1	list	1	1
SAGE1_SAGE1-6	SAGE1	list	1	1
SAGE1_SAGE1-7	SAGE1	list	1	1
SAGE1_SAGE1-8	SAGE1	list	1	1
SAGE1_SAGE1-9	SAGE1	list	1	1
SPATA16_SPATA16-1	SPATA16	list	1	1
SPATA16_SPATA16-10	SPATA16	list	1	1
SPATA16_SPATA16-2	SPATA16	list	1	1
SPATA16_SPATA16-3	SPATA16	list	1	1
SPATA16_SPATA16-4	SPATA16	list	1	1
SPATA16_SPATA16-5	SPATA16	list	1	1
SPATA16_SPATA16-6	SPATA16	list	1	1
SPATA16_SPATA16-7	SPATA16	list	1	1
SPATA16_SPATA16-8	SPATA16	list	1	1
SPATA16_SPATA16-9	SPATA16	list	1	1
TAAR1_TAAR1-1	TAAR1	list	1	1
TAAR1_TAAR1-10	TAAR1	list	1	1
TAAR1_TAAR1-2	TAAR1	list	1	1
TAAR1_TAAR1-3	TAAR1	list	1	1
TAAR1_TAAR1-4	TAAR1	list	1	1
TAAR1_TAAR1-5	TAAR1	list	1	1
TAAR1_TAAR1-6	TAAR1	list	1	1
TAAR1_TAAR1-7	TAAR1	list	1	1
TAAR1_TAAR1-8	TAAR1	list	1	1
TAAR1_TAAR1-9	TAAR1	list	1	1
TAAR8_TAAR8-1	TAAR8	list	1	1
TAAR8_TAAR8-10	TAAR8	list	1	1
TAAR8_TAAR8-2	TAAR8	list	1	1
TAAR8_TAAR8-3	TAAR8	list	1	1
TAAR8_TAAR8-4	TAAR8	list	1	1
TAAR8_TAAR8-5	TAAR8	list	1	1
TAAR8_TAAR8-6	TAAR8	list	1	1
TAAR8_TAAR8-7	TAAR8	list	1	1
TAAR8_TAAR8-8	TAAR8	list	1	1
TAAR8_TAAR8-9	TAAR8	list	1	1
TAS2R13_TAS2R13-1	TAS2R13	list	1	1
TAS2R13_TAS2R13-10	TAS2R13	list	1	1
TAS2R13_TAS2R13-2	TAS2R13	list	1	1
TAS2R13_TAS2R13-3	TAS2R13	list	1	1
TAS2R13_TAS2R13-4	TAS2R13	list	1	1
TAS2R13_TAS2R13-5	TAS2R13	list	1	1
TAS2R13_TAS2R13-6	TAS2R13	list	1	1
TAS2R13_TAS2R13-7	TAS2R13	list	1	1
TAS2R13_TAS2R13-8	TAS2R13	list	1	1
TAS2R13_TAS2R13-9	TAS2R13	list	1	1
TAS2R9_TAS2R9-1	TAS2R9	list	1	1
TAS2R9_TAS2R9-10	TAS2R9	list	1	1
TAS2R9_TAS2R9-2	TAS2R9	list	1	1
TAS2R9_TAS2R9-3	TAS2R9	list	1	1
TAS2R9_TAS2R9-4	TAS2R9	list	1	1
TAS2R9_TAS2R9-5	TAS2R9	list	1	1
TAS2R9_TAS2R9-6	TAS2R9	list	1	1
TAS2R9_TAS2R9-7	TAS2R9	list	1	1
TAS2R9_TAS2R9-8	TAS2R9	list	1	1
TAS2R9_TAS2R9-9	TAS2R9	list	1	1
TGM6_TGM6-1	TGM6	list	1	1
TGM6_TGM6-10	TGM6	list	1	1
TGM6_TGM6-11	TGM6	list	1	1
TGM6_TGM6-12	TGM6	list	1	1
TGM6_TGM6-13	TGM6	list	1	1
TGM6_TGM6-14	TGM6	list	1	1
TGM6_TGM6-2	TGM6	list	1	1
TGM6_TGM6-3	TGM6	list	1	1
TGM6_TGM6-4	TGM6	list	1	1
TGM6_TGM6-5	TGM6	list	1	1
TGM6_TGM6-6	TGM6	list	1	1
TGM6_TGM6-7	TGM6	list	1	1
TGM6_TGM6-8	TGM6	list	1	1
TGM6_TGM6-9	TGM6	list	1	1
TPH2_TPH2-1	TPH2	list	1	1
TPH2_TPH2-10	TPH2	list	1	1
TPH2_TPH2-2	TPH2	list	1	1
TPH2_TPH2-3	TPH2	list	1	1
TPH2_TPH2-4	TPH2	list	1	1
TPH2_TPH2-5	TPH2	list	1	1
TPH2_TPH2-6	TPH2	list	1	1
TPH2_TPH2-7	TPH2	list	1	1
TPH2_TPH2-8	TPH2	list	1	1
TPH2_TPH2-9	TPH2	list	1	1
TRIM42_TRIM42-1	TRIM42	list	1	1
TRIM42_TRIM42-10	TRIM42	list	1	1
TRIM42_TRIM42-2	TRIM42	list	1	1
TRIM42_TRIM42-3	TRIM42	list	1	1
TRIM42_TRIM42-4	TRIM42	list	1	1
TRIM42_TRIM42-5	TRIM42	list	1	1
TRIM42_TRIM42-6	TRIM42	list	1	1
TRIM42_TRIM42-7	TRIM42	list	1	1
TRIM42_TRIM42-8	TRIM42	list	1	1
TRIM42_TRIM42-9	TRIM42	list	1	1
VN1R2_VN1R2-1	VN1R2	list	1	1
VN1R2_VN1R2-10	VN1R2	list	1	1
VN1R2_VN1R2-2	VN1R2	list	1	1
VN1R2_VN1R2-3	VN1R2	list	1	1
VN1R2_VN1R2-4	VN1R2	list	1	1
VN1R2_VN1R2-5	VN1R2	list	1	1
VN1R2_VN1R2-6	VN1R2	list	1	1
VN1R2_VN1R2-7	VN1R2	list	1	1
VN1R2_VN1R2-8	VN1R2	list	1	1
VN1R2_VN1R2-9	VN1R2	list	1	1
