sgrna	symbol	pool	plow	prob	chosen
OTUD6A_OTUD6A-8	OTUD6A	list	2.3276543454638654	1	1
OC90_OC90-8	OC90	list	2.4957822225805026	1	1
DMRTB1_DMRTB1-10	DMRTB1	list	2.8053964296199485	1	1
PIWIL3_PIWIL3-5	PIWIL3	list	2.807684220468515	1	1
NUP93_NUP93-5	NUP93	list	2.8361866560913778	1	1
LHX5_LHX5-3	LHX5	list	2.847737981600378	1	1
OR9Q2_OR9Q2-4	OR9Q2	list	2.8521264400905846	1	1
FCRL4_FCRL4-9	FCRL4	list	2.8862336966169684	1	1
FCRL4_FCRL4-10	FCRL4	list	2.927516054468371	1	1
PSMA3_PSMA3-4	PSMA3	list	2.9517879895042176	1	1
LUZP4_LUZP4-7	LUZP4	list	3.005048315443526	1	1
LHX5_LHX5-4	LHX5	list	3.0144365365312478	1	1
IL1F10_IL1F10-10	IL1F10	list	3.0302602722061227	1	1
PIWIL3_PIWIL3-9	PIWIL3	list	3.060393779204111	1	1
POLA1_POLA1-10	POLA1	list	3.0607401548525397	1	1
RPTN_RPTN-4	RPTN	list	3.109153330698243	1	1
NPSR1_NPSR1-7	NPSR1	list	3.2447436331034445	1	1
LYZL6_LYZL6-4	LYZL6	list	3.267525395482118	1	1
RXFP2_RXFP2-7	RXFP2	list	3.3169210231429918	1	1
COPS8_COPS8-13	COPS8	list	3.3310876104481575	1	1
POLR2F_POLR2F-7	POLR2F	list	3.3462912344574676	1	1
IL1F10_IL1F10-4	IL1F10	list	3.3484568660662033	1	1
RPL30_RPL30-3	RPL30	list	3.3823470894666063	1	1
DMRTC2_DMRTC2-3	DMRTC2	list	3.438120568902005	1	1
NPHS2_NPHS2-2	NPHS2	list	3.5533824740055207	1	1
IL1F10_IL1F10-3	IL1F10	list	3.5557603342289315	1	1
MAGEB3_MAGEB3-1	MAGEB3	list	3.5842291843207925	1	1
DMRTC2_DMRTC2-1	DMRTC2	list	3.585264564305067	1	1
HTR3D_HTR3D-5	HTR3D	list	3.5906454323685035	1	1
POLR2D_POLR2D-10	POLR2D	list	3.597340005745672	1	1
DMRTB1_DMRTB1-5	DMRTB1	list	3.6025024782823847	1	1
RPS8_RPS8-1	RPS8	list	3.6191285300000873	1	1
LUZP4_LUZP4-5	LUZP4	list	3.6394705573418933	1	1
HTR3D_HTR3D-8	HTR3D	list	3.6418208581341465	1	1
OC90_OC90-5	OC90	list	3.824552751305161	1	1
COPS2_COPS2-7	COPS2	list	3.8268243541994247	1	1
KRT77_KRT77-8	KRT77	list	3.84260616165083	1	1
CYP7A1_CYP7A1-5	CYP7A1	list	3.8628336958149485	1	1
COPS2_COPS2-1	COPS2	list	3.895024082050108	1	1
CYP7A1_CYP7A1-6	CYP7A1	list	3.912495588663389	1	1
CABP5_CABP5-7	CABP5	list	3.9356989329081236	1	1
HTR3D_HTR3D-7	HTR3D	list	3.9404289768134104	1	1
RNASE9_RNASE9-11	RNASE9	list	3.9931795242904147	1	1
RPTN_RPTN-2	RPTN	list	4.005408718020577	1	1
DMRTB1_DMRTB1-1	DMRTB1	list	4.023126729978059	1	1
RPL9_RPL9-8	RPL9	list	4.051868164355927	1	1
RPS24_RPS24-12	RPS24	list	4.065537620030737	1	1
PLA2G2E_PLA2G2E-7	PLA2G2E	list	4.101721304850828	1	1
NUP98_NUP98-15	NUP98	list	4.10442122905028	1	1
FCRL4_FCRL4-3	FCRL4	list	4.192188106748169	1	1
ADH7_ADH7-4	ADH7	list	4.216515251474537	1	1
RPL27_RPL27-9	RPL27	list	4.267208992972819	1	1
RPTN_RPTN-5	RPTN	list	4.370072207451649	1	1
RPS19_RPS19-1	RPS19	list	4.389864390972421	1	1
OLIG2_OLIG2-5	OLIG2	list	4.410772074878729	1	1
TGM6_TGM6-11	TGM6	list	4.457897519650327	1	1
TAAR1_TAAR1-10	TAAR1	list	4.4767224267001495	1	1
RXFP2_RXFP2-6	RXFP2	list	4.508892948600908	1	1
NLRP5_NLRP5-2	NLRP5	list	4.530920419513573	1	1
NUP54_NUP54-2	NUP54	list	4.576521051514981	1	1
COPS8_COPS8-8	COPS8	list	4.641779556557413	1	1
PSMA3_PSMA3-5	PSMA3	list	4.651969295665367	1	1
LYZL6_LYZL6-3	LYZL6	list	4.664161606876076	1	1
KRT9_KRT9-4	KRT9	list	4.709159422631709	1	1
OTUD6A_OTUD6A-6	OTUD6A	list	4.775029358895825	1	1
TAS2R9_TAS2R9-3	TAS2R9	list	4.776504860365965	1	1
DEFB129_DEFB129-1	DEFB129	list	4.784563327228951	1	1
OTUD6A_OTUD6A-3	OTUD6A	list	4.785245120705805	1	1
POLA1_POLA1-6	POLA1	list	4.908758911274079	1	1
RPS11_RPS11-8	RPS11	list	4.9663869245788055	1	1
DEFB129_DEFB129-10	DEFB129	list	4.979414672418144	1	1
TPH2_TPH2-5	TPH2	list	5.032715327671842	1	1
LHX5_LHX5-9	LHX5	list	5.1047437342527555	1	1
TRIM42_TRIM42-6	TRIM42	list	5.115936467441599	1	1
OTUD6A_OTUD6A-10	OTUD6A	list	5.11674504300493	1	1
OLIG2_OLIG2-7	OLIG2	list	5.141426295426525	1	1
TAAR1_TAAR1-4	TAAR1	list	5.151830819679223	1	1
OTUD6A_OTUD6A-9	OTUD6A	list	5.161077424370552	1	1
CYP7A1_CYP7A1-8	CYP7A1	list	5.189450780772101	1	1
NUP93_NUP93-3	NUP93	list	5.192780511892763	1	1
RPS24_RPS24-3	RPS24	list	5.193694333332567	1	1
VN1R2_VN1R2-1	VN1R2	list	5.223844850629569	1	1
MRGPRD_MRGPRD-1	MRGPRD	list	5.230294567914921	1	1
FCRL4_FCRL4-6	FCRL4	list	5.244785508881191	1	1
KRT74_KRT74-8	KRT74	list	5.284387184131763	1	1
RPS11_RPS11-5	RPS11	list	5.348497744671316	1	1
TAS2R13_TAS2R13-1	TAS2R13	list	5.352353188373254	1	1
OR52E8_OR52E8-3	OR52E8	list	5.364251868515615	1	1
KRT25_KRT25-3	KRT25	list	5.384713157628938	1	1
COPS6_COPS6-9	COPS6	list	5.400984841370038	1	1
LYZL6_LYZL6-2	LYZL6	list	5.403345522491727	1	1
ADH7_ADH7-8	ADH7	list	5.4072779776769275	1	1
MRGPRD_MRGPRD-8	MRGPRD	list	5.441966765201829	1	1
SAGE1_SAGE1-9	SAGE1	list	5.470011656198086	1	1
CABP5_CABP5-5	CABP5	list	5.477733617099133	1	1
RPTN_RPTN-3	RPTN	list	5.483922663982514	1	1
KRT25_KRT25-9	KRT25	list	5.5857923795584465	1	1
TAS2R13_TAS2R13-4	TAS2R13	list	5.5917785095667085	1	1
OLIG2_OLIG2-2	OLIG2	list	5.620271851630066	1	1
SPATA16_SPATA16-10	SPATA16	list	5.649703710448198	1	1
TRIM42_TRIM42-5	TRIM42	list	5.670247406147259	1	1
COPS2_COPS2-8	COPS2	list	5.767786771642506	1	1
TGM6_TGM6-9	TGM6	list	5.836506040859351	1	1
POU4F2_POU4F2-9	POU4F2	list	5.869937541193485	1	1
IL1F10_IL1F10-7	IL1F10	list	5.8753677477549076	1	1
COPS8_COPS8-5	COPS8	list	5.89925051469398	1	1
RPL9_RPL9-1	RPL9	list	5.947342699279305	1	1
OC90_OC90-6	OC90	list	6.004350117843936	1	1
IL1F10_IL1F10-6	IL1F10	list	6.0752542480814045	1	1
RXFP2_RXFP2-2	RXFP2	list	6.1095603391832825	1	1
PSMB2_PSMB2-8	PSMB2	list	6.112222870021716	1	1
TRIM42_TRIM42-7	TRIM42	list	6.1249174717873816	1	1
ADH7_ADH7-6	ADH7	list	6.133376198541213	1	1
IL1F10_IL1F10-2	IL1F10	list	6.181024550082058	1	1
TPH2_TPH2-9	TPH2	list	6.245767155569307	1	1
IL1F10_IL1F10-9	IL1F10	list	6.2490750076369554	1	1
OC90_OC90-2	OC90	list	6.308766884636665	1	1
LYZL6_LYZL6-5	LYZL6	list	6.326214591807218	1	1
PSMB3_PSMB3-4	PSMB3	list	6.372296134391422	1	1
FAM71B_FAM71B-7	FAM71B	list	6.434728014223107	1	1
OC90_OC90-7	OC90	list	6.487310000915018	1	1
OR12D2_OR12D2-7	OR12D2	list	6.618733647832325	1	1
KRT9_KRT9-5	KRT9	list	6.620475870594264	1	1
TGM6_TGM6-13	TGM6	list	6.6472287022060215	1	1
TAS2R9_TAS2R9-5	TAS2R9	list	6.652899627164419	1	1
ABCG8_ABCG8-9	ABCG8	list	6.660705612609635	1	1
RPL35A_RPL35A-7	RPL35A	list	6.680218837309123	1	1
NPHS2_NPHS2-9	NPHS2	list	6.706850673089604	1	1
RPL30_RPL30-9	RPL30	list	6.710070790310293	1	1
RNASE9_RNASE9-5	RNASE9	list	6.721248587139568	1	1
RPS24_RPS24-11	RPS24	list	6.727303013297249	1	1
LHX5_LHX5-8	LHX5	list	6.765308918579229	1	1
DMRTC2_DMRTC2-9	DMRTC2	list	6.772948279535689	1	1
TAS2R9_TAS2R9-8	TAS2R9	list	6.8104764391863	1	1
DMRTB1_DMRTB1-8	DMRTB1	list	6.818905157509442	1	1
DMRTB1_DMRTB1-4	DMRTB1	list	6.823207266140201	1	1
OTUD6A_OTUD6A-2	OTUD6A	list	6.823379919882116	1	1
OR12D2_OR12D2-9	OR12D2	list	6.846648744293908	1	1
RXFP2_RXFP2-8	RXFP2	list	6.880256227102135	1	1
RPL35A_RPL35A-3	RPL35A	list	6.922023730122737	1	1
POU4F2_POU4F2-2	POU4F2	list	6.97005470875509	1	1
ADH7_ADH7-3	ADH7	list	6.999310927411315	1	1
MAGEB3_MAGEB3-6	MAGEB3	list	7.003258072557561	1	1
RNASE9_RNASE9-4	RNASE9	list	7.054261173759501	1	1
OLIG2_OLIG2-8	OLIG2	list	7.055368153836985	1	1
TAAR8_TAAR8-10	TAAR8	list	7.068611791664948	1	1
POU4F2_POU4F2-6	POU4F2	list	7.082558125089767	1	1
IL1F10_IL1F10-8	IL1F10	list	7.084794024144811	1	1
RPS9_RPS9-9	RPS9	list	7.105501348519784	1	1
OR9Q2_OR9Q2-6	OR9Q2	list	7.127760176291065	1	1
HTR3D_HTR3D-3	HTR3D	list	7.13272720885911	1	1
COPS8_COPS8-11	COPS8	list	7.196807137159892	1	1
CRYGB_CRYGB-7	CRYGB	list	7.198214549721498	1	1
RPL27_RPL27-5	RPL27	list	7.230540923482085	1	1
DMRTC2_DMRTC2-7	DMRTC2	list	7.237722322118407	1	1
TRIM42_TRIM42-3	TRIM42	list	7.246960787371258	1	1
POU4F2_POU4F2-1	POU4F2	list	7.280887122910653	1	1
RPL5_RPL5-7	RPL5	list	7.281475802149412	1	1
MRGPRD_MRGPRD-7	MRGPRD	list	7.4511951559001455	1	1
OLIG2_OLIG2-6	OLIG2	list	7.485820453835963	1	1
IL22_IL22-7	IL22	list	7.491216018177742	1	1
RPL5_RPL5-10	RPL5	list	7.498159541872427	1	1
RPL3_RPL3-5	RPL3	list	7.506245359961433	1	1
PIWIL3_PIWIL3-3	PIWIL3	list	7.546133901061815	1	1
NPSR1_NPSR1-9	NPSR1	list	7.556928052667717	1	1
RXFP2_RXFP2-9	RXFP2	list	7.561561163283404	1	1
FCRL4_FCRL4-7	FCRL4	list	7.575866791761882	1	1
KRT74_KRT74-7	KRT74	list	7.609864506993951	1	1
RPS7_RPS7-7	RPS7	list	7.637688689946694	1	1
RPL34_RPL34-2	RPL34	list	7.650392138433653	1	1
DMRTB1_DMRTB1-3	DMRTB1	list	7.654171676362123	1	1
KRT9_KRT9-9	KRT9	list	7.7510064211561724	1	1
PIWIL3_PIWIL3-6	PIWIL3	list	7.760640303408296	1	1
TAAR8_TAAR8-6	TAAR8	list	7.765657119002102	1	1
RPL30_RPL30-2	RPL30	list	7.805098256186895	1	1
OR12D2_OR12D2-8	OR12D2	list	7.854433450538767	1	1
IL22_IL22-9	IL22	list	7.936643854122935	1	1
PSMB2_PSMB2-7	PSMB2	list	7.938359843720603	1	1
OR12D2_OR12D2-6	OR12D2	list	7.943299537491402	1	1
KRT74_KRT74-10	KRT74	list	7.944357481359548	1	1
KRT77_KRT77-6	KRT77	list	7.9644938195626045	1	1
PSMD6_PSMD6-2	PSMD6	list	7.98652961294514	1	1
OR9Q2_OR9Q2-2	OR9Q2	list	7.989605802216581	1	1
KRT74_KRT74-1	KRT74	list	7.997472383120666	1	1
HTR3D_HTR3D-4	HTR3D	list	8.04596711814336	1	1
ABCG8_ABCG8-6	ABCG8	list	8.078011369866825	1	1
TAAR8_TAAR8-8	TAAR8	list	8.078931668500005	1	1
TAAR8_TAAR8-5	TAAR8	list	8.108880347949214	1	1
KRT9_KRT9-2	KRT9	list	8.11355375011709	1	1
PLA2G2E_PLA2G2E-10	PLA2G2E	list	8.12300258924648	1	1
TRIM42_TRIM42-2	TRIM42	list	8.23682934902062	1	1
TAS2R9_TAS2R9-2	TAS2R9	list	8.28965087858305	1	1
KRT74_KRT74-6	KRT74	list	8.308219802565974	1	1
OR12D2_OR12D2-10	OR12D2	list	8.342264057098161	1	1
CABP5_CABP5-3	CABP5	list	8.370577535568463	1	1
KRT9_KRT9-1	KRT9	list	8.386067046783321	1	1
SPATA16_SPATA16-4	SPATA16	list	8.387243642241856	1	1
PSMA3_PSMA3-9	PSMA3	list	8.46407250304944	1	1
RPS24_RPS24-1	RPS24	list	8.571481090885367	1	1
LYZL6_LYZL6-9	LYZL6	list	8.658406692728807	1	1
RPTN_RPTN-6	RPTN	list	8.69084500896573	1	1
RPTN_RPTN-10	RPTN	list	8.77486539964056	1	1
TPH2_TPH2-7	TPH2	list	8.817560480075485	1	1
TAAR1_TAAR1-3	TAAR1	list	8.891682465641034	1	1
KRT25_KRT25-6	KRT25	list	8.90171946296268	1	1
NPSR1_NPSR1-8	NPSR1	list	8.946603926426022	1	1
VN1R2_VN1R2-9	VN1R2	list	8.951232403631444	1	1
ABCG8_ABCG8-5	ABCG8	list	8.967060587701795	1	1
TRIM42_TRIM42-1	TRIM42	list	8.967488140668234	1	1
FCRL4_FCRL4-4	FCRL4	list	8.991257800267102	1	1
TAAR8_TAAR8-9	TAAR8	list	9.030477707159996	1	1
TRIM42_TRIM42-4	TRIM42	list	9.03294947460624	1	1
PSMD1_PSMD1-17	PSMD1	list	9.053536525318792	1	1
KRT25_KRT25-8	KRT25	list	9.070137983635007	1	1
PSMA3_PSMA3-7	PSMA3	list	9.153314816758895	1	1
CRYGB_CRYGB-2	CRYGB	list	9.188948320517962	1	1
KRT74_KRT74-4	KRT74	list	9.207897869780034	1	1
NPHS2_NPHS2-10	NPHS2	list	9.252522197680975	1	1
POU4F2_POU4F2-7	POU4F2	list	9.25613271176736	1	1
DMRTC2_DMRTC2-10	DMRTC2	list	9.420033325653957	1	1
RPS9_RPS9-5	RPS9	list	9.484017727404133	1	1
OLIG2_OLIG2-3	OLIG2	list	9.512907243220456	1	1
SAGE1_SAGE1-7	SAGE1	list	9.545910196383879	1	1
NLRP5_NLRP5-9	NLRP5	list	9.56569701454012	1	1
KRT77_KRT77-7	KRT77	list	9.57928471938283	1	1
OR9Q2_OR9Q2-5	OR9Q2	list	9.601105547115445	1	1
MRGPRD_MRGPRD-9	MRGPRD	list	9.6371579494026	1	1
OR52E8_OR52E8-2	OR52E8	list	9.833721967148971	1	1
RPL30_RPL30-6	RPL30	list	9.83910835040829	1	1
POU4F2_POU4F2-4	POU4F2	list	9.84768333714236	1	1
KRT77_KRT77-4	KRT77	list	9.88551450928169	1	1
CRYGB_CRYGB-6	CRYGB	list	9.886210369654133	1	1
RNASE9_RNASE9-2	RNASE9	list	9.907172246687502	1	1
DEFB129_DEFB129-6	DEFB129	list	9.944996011169913	1	1
NPSR1_NPSR1-5	NPSR1	list	9.978945337197928	1	1
COPS8_COPS8-3	COPS8	list	10.000935873082916	1	1
FCRL4_FCRL4-8	FCRL4	list	10.011493725893533	1	1
OR52E8_OR52E8-4	OR52E8	list	10.021300616998197	1	1
NPHS2_NPHS2-7	NPHS2	list	10.05903694390744	1	1
DMRTC2_DMRTC2-8	DMRTC2	list	10.07444072907194	1	1
CRYGB_CRYGB-9	CRYGB	list	10.085839041235364	1	1
ADH7_ADH7-1	ADH7	list	10.087588726529605	1	1
RPS8_RPS8-9	RPS8	list	10.102687945845473	1	1
MRGPRD_MRGPRD-6	MRGPRD	list	10.103932259888113	1	1
CABP5_CABP5-8	CABP5	list	10.132113006460989	1	1
LUZP4_LUZP4-10	LUZP4	list	10.142819409507519	1	1
POU4F2_POU4F2-10	POU4F2	list	10.16364950941026	1	1
TPH2_TPH2-10	TPH2	list	10.164098639026006	1	1
OR12D2_OR12D2-2	OR12D2	list	10.172737029842727	1	1
SAGE1_SAGE1-1	SAGE1	list	10.213565487423521	1	1
PLA2G2E_PLA2G2E-4	PLA2G2E	list	10.2726595960322	1	1
TAAR1_TAAR1-6	TAAR1	list	10.287768960240426	1	1
SAGE1_SAGE1-10	SAGE1	list	10.373288452057059	1	1
OLIG2_OLIG2-9	OLIG2	list	10.445304568824454	1	1
RPS7_RPS7-2	RPS7	list	10.464703881476169	1	1
COPZ1_COPZ1-6	COPZ1	list	10.478431984254307	1	1
KRT74_KRT74-3	KRT74	list	10.502816553957476	1	1
DEFB129_DEFB129-4	DEFB129	list	10.582815471348592	1	1
VN1R2_VN1R2-2	VN1R2	list	10.658462208972932	1	1
RPS9_RPS9-1	RPS9	list	10.677229748611545	1	1
OR52E8_OR52E8-9	OR52E8	list	10.714306150220375	1	1
ABCG8_ABCG8-4	ABCG8	list	10.729783690810885	1	1
RNASE9_RNASE9-8	RNASE9	list	10.75480700701747	1	1
RNASE9_RNASE9-3	RNASE9	list	10.87094176492484	1	1
OTUD6A_OTUD6A-5	OTUD6A	list	10.915498216623229	1	1
KRT9_KRT9-3	KRT9	list	10.992522130325405	1	1
TAS2R9_TAS2R9-7	TAS2R9	list	11.031927608168468	1	1
LHX5_LHX5-7	LHX5	list	11.056417004308948	1	1
MAGEB3_MAGEB3-10	MAGEB3	list	11.116770709903458	1	1
DMRTC2_DMRTC2-4	DMRTC2	list	11.166488845402847	1	1
ABCG8_ABCG8-2	ABCG8	list	11.168599654591857	1	1
COPS4_COPS4-5	COPS4	list	11.226958290922601	1	1
TAS2R13_TAS2R13-3	TAS2R13	list	11.23602405506385	1	1
KRT77_KRT77-2	KRT77	list	11.271877254812743	1	1
PIWIL3_PIWIL3-8	PIWIL3	list	11.306396925779698	1	1
OR12D2_OR12D2-5	OR12D2	list	11.375148523535518	1	1
LYZL6_LYZL6-10	LYZL6	list	11.429706937321964	1	1
LYZL6_LYZL6-8	LYZL6	list	11.442775879444161	1	1
MAGEB3_MAGEB3-3	MAGEB3	list	11.451484863313881	1	1
MAGEB3_MAGEB3-9	MAGEB3	list	11.45175004998523	1	1
PSMC2_PSMC2-6	PSMC2	list	11.560529562368385	1	1
TPH2_TPH2-3	TPH2	list	11.624621780697383	1	1
RPL27_RPL27-3	RPL27	list	11.648606051368375	1	1
IL22_IL22-6	IL22	list	11.651579567157063	1	1
PSMC2_PSMC2-8	PSMC2	list	11.66825276024259	1	1
KRT9_KRT9-8	KRT9	list	11.709466186378824	1	1
ADH7_ADH7-7	ADH7	list	11.736907425165546	1	1
RPS24_RPS24-9	RPS24	list	11.775816754324703	1	1
RPL5_RPL5-9	RPL5	list	11.792111552290415	1	1
SPATA16_SPATA16-6	SPATA16	list	11.869313431501649	1	1
KRT77_KRT77-10	KRT77	list	11.91325374724027	1	1
ABCG8_ABCG8-7	ABCG8	list	11.92966253389598	1	1
KRT74_KRT74-5	KRT74	list	12.073478058700978	1	1
KRT9_KRT9-10	KRT9	list	12.186389138905842	1	1
CRYGB_CRYGB-10	CRYGB	list	12.323969387855188	1	1
TAAR8_TAAR8-1	TAAR8	list	12.406348641407355	1	1
KRT74_KRT74-9	KRT74	list	12.493863704734693	1	1
RPTN_RPTN-8	RPTN	list	12.567073791509921	1	1
TGM6_TGM6-6	TGM6	list	12.578154855549611	1	1
COPZ1_COPZ1-16	COPZ1	list	12.62813554197739	1	1
FAM71B_FAM71B-10	FAM71B	list	12.68550397514892	1	1
OR9Q2_OR9Q2-3	OR9Q2	list	12.727976933613876	1	1
SPATA16_SPATA16-3	SPATA16	list	12.79179816142744	1	1
HTR3D_HTR3D-6	HTR3D	list	12.794893301214083	1	1
HTR3D_HTR3D-1	HTR3D	list	12.803986990629516	1	1
FAM71B_FAM71B-2	FAM71B	list	12.827128132908777	1	1
MAGEB3_MAGEB3-7	MAGEB3	list	12.855821025420504	1	1
TAAR1_TAAR1-1	TAAR1	list	12.890829423002799	1	1
PSMB3_PSMB3-2	PSMB3	list	12.993262400834002	1	1
OLIG2_OLIG2-1	OLIG2	list	13.125353603819105	1	1
SPATA16_SPATA16-7	SPATA16	list	13.188163147013997	1	1
DEFB129_DEFB129-5	DEFB129	list	13.190208853853878	1	1
LYZL6_LYZL6-7	LYZL6	list	13.297562144925706	1	1
PSMB2_PSMB2-24	PSMB2	list	13.34993485566049	1	1
TGM6_TGM6-4	TGM6	list	13.39646042462434	1	1
OC90_OC90-4	OC90	list	13.421883904944226	1	1
IL22_IL22-1	IL22	list	13.42190295551952	1	1
TGM6_TGM6-7	TGM6	list	13.42989640284769	1	1
PIWIL3_PIWIL3-2	PIWIL3	list	13.489996610485825	1	1
VN1R2_VN1R2-5	VN1R2	list	13.496457051296321	1	1
LUZP4_LUZP4-6	LUZP4	list	13.504890314448307	1	1
SAGE1_SAGE1-2	SAGE1	list	13.561772331925289	1	1
TAAR8_TAAR8-3	TAAR8	list	13.626162840941818	1	1
SPATA16_SPATA16-5	SPATA16	list	13.663143370693895	1	1
RXFP2_RXFP2-5	RXFP2	list	13.686519202540659	1	1
TPH2_TPH2-6	TPH2	list	13.726751879600348	1	1
CRYGB_CRYGB-5	CRYGB	list	13.913608256149642	1	1
OR12D2_OR12D2-4	OR12D2	list	13.959695874812288	1	1
IL22_IL22-10	IL22	list	13.97273055832444	1	1
RNASE9_RNASE9-1	RNASE9	list	13.975706073821845	1	1
COPB1_COPB1-9	COPB1	list	14.01856429613644	1	1
CABP5_CABP5-9	CABP5	list	14.197788638542331	1	1
KRT77_KRT77-3	KRT77	list	14.258461035178417	1	1
POU4F2_POU4F2-3	POU4F2	list	14.298864598298726	1	1
LUZP4_LUZP4-3	LUZP4	list	14.421120639508857	1	1
DMRTC2_DMRTC2-5	DMRTC2	list	14.539167748380843	1	1
CRYGB_CRYGB-4	CRYGB	list	14.606771683128935	1	1
LUZP4_LUZP4-9	LUZP4	list	14.674249977562024	1	1
ABCG8_ABCG8-8	ABCG8	list	14.704758846363305	1	1
TAS2R13_TAS2R13-5	TAS2R13	list	14.790520684271273	1	1
NLRP5_NLRP5-3	NLRP5	list	14.91177556365693	1	1
RPS7_RPS7-8	RPS7	list	14.954804493020665	1	1
OC90_OC90-9	OC90	list	14.983730354901976	1	1
LHX5_LHX5-2	LHX5	list	14.996709028585908	1	1
DMRTC2_DMRTC2-2	DMRTC2	list	15.007186618516572	1	1
KRT9_KRT9-6	KRT9	list	15.03034632793207	1	1
COPZ1_COPZ1-8	COPZ1	list	15.038567227537436	1	1
TAS2R9_TAS2R9-10	TAS2R9	list	15.132268171195028	1	1
DMRTC2_DMRTC2-6	DMRTC2	list	15.146618257906985	1	1
KRT74_KRT74-2	KRT74	list	15.158986758134377	1	1
DMRTB1_DMRTB1-7	DMRTB1	list	15.246464898310025	1	1
RPL30_RPL30-10	RPL30	list	15.421300616460956	1	1
SAGE1_SAGE1-5	SAGE1	list	15.517653566312257	1	1
RXFP2_RXFP2-10	RXFP2	list	15.69701016496369	1	1
TAS2R9_TAS2R9-9	TAS2R9	list	15.72265967048538	1	1
ADH7_ADH7-2	ADH7	list	15.76719826512151	1	1
MRGPRD_MRGPRD-4	MRGPRD	list	15.941469599525874	1	1
NPSR1_NPSR1-4	NPSR1	list	15.985939829237571	1	1
SAGE1_SAGE1-3	SAGE1	list	15.992765167186619	1	1
NPHS2_NPHS2-8	NPHS2	list	16.141801348526783	1	1
FAM71B_FAM71B-9	FAM71B	list	16.256072601427462	1	1
IL22_IL22-5	IL22	list	16.26901301572187	1	1
ABCG8_ABCG8-10	ABCG8	list	16.28603276061078	1	1
NLRP5_NLRP5-6	NLRP5	list	16.29792383634137	1	1
OTUD6A_OTUD6A-1	OTUD6A	list	16.31430891911969	1	1
LHX5_LHX5-5	LHX5	list	16.371901022981447	1	1
TAAR1_TAAR1-2	TAAR1	list	16.464254078377472	1	1
PSMB3_PSMB3-8	PSMB3	list	16.507704259210055	1	1
CABP5_CABP5-2	CABP5	list	16.541179461326973	1	1
NLRP5_NLRP5-10	NLRP5	list	16.56551220727129	1	1
VN1R2_VN1R2-7	VN1R2	list	16.643735359980763	1	1
CABP5_CABP5-6	CABP5	list	16.69968452793876	1	1
RXFP2_RXFP2-4	RXFP2	list	16.718239447443587	1	1
POU4F2_POU4F2-5	POU4F2	list	16.725294027293476	1	1
NPSR1_NPSR1-2	NPSR1	list	16.77274812281763	1	1
OR12D2_OR12D2-3	OR12D2	list	16.776522916629617	1	1
TAS2R13_TAS2R13-6	TAS2R13	list	16.782536575838943	1	1
OR52E8_OR52E8-7	OR52E8	list	16.788975402864313	1	1
PLA2G2E_PLA2G2E-6	PLA2G2E	list	16.868415388959168	1	1
PLA2G2E_PLA2G2E-5	PLA2G2E	list	16.897024912683854	1	1
NPHS2_NPHS2-3	NPHS2	list	16.997795027624694	1	1
RNASE9_RNASE9-9	RNASE9	list	17.005171872752722	1	1
OR52E8_OR52E8-8	OR52E8	list	17.022953172025247	1	1
OLIG2_OLIG2-4	OLIG2	list	17.04163472265043	1	1
TPH2_TPH2-4	TPH2	list	17.066247059278787	1	1
PLA2G2E_PLA2G2E-2	PLA2G2E	list	17.154752891024366	1	1
DMRTB1_DMRTB1-6	DMRTB1	list	17.435172065908045	1	1
PIWIL3_PIWIL3-10	PIWIL3	list	17.597012397153776	1	1
COPA_COPA-5	COPA	list	17.656383080150103	1	1
TRIM42_TRIM42-9	TRIM42	list	17.712528501238644	1	1
OR9Q2_OR9Q2-9	OR9Q2	list	17.739624717017236	1	1
HTR3D_HTR3D-2	HTR3D	list	17.74328947275415	1	1
TRIM42_TRIM42-10	TRIM42	list	17.75934962286974	1	1
OLIG2_OLIG2-10	OLIG2	list	17.776594581819197	1	1
RXFP2_RXFP2-1	RXFP2	list	17.787614978532748	1	1
TGM6_TGM6-3	TGM6	list	17.8484189181004	1	1
SAGE1_SAGE1-4	SAGE1	list	17.93215609669946	1	1
TGM6_TGM6-1	TGM6	list	17.94815306254554	1	1
LHX5_LHX5-6	LHX5	list	17.969764227253684	1	1
TGM6_TGM6-5	TGM6	list	18.06262778942213	1	1
PLA2G2E_PLA2G2E-3	PLA2G2E	list	18.112888802548106	1	1
FAM71B_FAM71B-4	FAM71B	list	18.13724800269854	1	1
CYP7A1_CYP7A1-2	CYP7A1	list	18.205650624895696	1	1
CABP5_CABP5-4	CABP5	list	18.311409118448058	1	1
PLA2G2E_PLA2G2E-1	PLA2G2E	list	18.346580079691908	1	1
PSMC2_PSMC2-10	PSMC2	list	18.380409326206998	1	1
IL22_IL22-4	IL22	list	18.424286086260135	1	1
VN1R2_VN1R2-3	VN1R2	list	18.49046332244714	1	1
VN1R2_VN1R2-4	VN1R2	list	18.590633203699557	1	1
RPS24_RPS24-2	RPS24	list	18.606169295800992	1	1
HTR3D_HTR3D-9	HTR3D	list	18.943156465689217	1	1
CYP7A1_CYP7A1-7	CYP7A1	list	18.956341424492532	1	1
TAS2R13_TAS2R13-10	TAS2R13	list	19.218416803650026	1	1
ABCG8_ABCG8-1	ABCG8	list	19.255879065776874	1	1
RNASE9_RNASE9-6	RNASE9	list	19.30451021675875	1	1
TAAR1_TAAR1-8	TAAR1	list	19.357779491822736	1	1
